"ひやひや",ひやひや,"副詞・サ変動詞","","捏一把汗，提心吊胆","事故が起きそうでひやひやした。"

"いらっしゃる",いらっしゃる,"尊敬語動詞","","(尊敬語) 来、去、在","先生はもういらっしゃいましたか。"
"おっしゃる",おっしゃる,"尊敬語動詞","","(尊敬語) 说","部長がおっしゃった通りに進めます。"
"召し上がる",めしあがる,"尊敬語動詞","","(尊敬語) 吃、喝","社長は何を召し上がりますか。"
"ご覧になる",ごらんになる,"尊敬語動詞","","(尊敬語) 看","資料はもうご覧になりましたか。"
"お休みになる",おやすみになる,"尊敬語動詞","","(尊敬語) 休息、睡觉","先生はしばらくお休みになります。"
"なさる",なさる,"尊敬語動詞","","(尊敬語) 做","明日は何をなさいますか。"
"お見えになる",おみえになる,"尊敬語動詞","","(尊敬語) 来、露面","お客様がまもなくお見えになります。"
"おいでになる",おいでになる,"尊敬語動詞","","(尊敬語) 来、去、在","課長はどちらにおいでですか。"
"ご存じだ",ごぞんじだ,"尊敬語動詞","","(尊敬語) 知道","この件についてはご存じですか。"
"拝読する",はいどくする,"謙譲語動詞","","(謙譲語) 拜读 (自己的行为)","先生の著書を拝読いたしました。"
"お聞きになる",おききになる,"尊敬語動詞","","(尊敬語) 听、问","お客様は、私の説明をお聞きになりました。"
"お召し物",おめしもの,"尊敬語名詞","","(尊敬語) 衣服","素敵なお召し物ですね。"
"ご高名",ごこうめい,"尊敬語名詞","","(尊敬語) 大名、盛名","先生のご高名はかねがね伺っております。"
"ご清栄",ごせいえい,"尊敬語名詞","","(尊敬語) 您的兴盛、繁荣","時下ますますご清栄のこととお慶び申し上げます。"
"ご賢察",ごけんさつ,"尊敬語名詞","","(尊敬語) 您的明察","何卒ご賢察の上、ご容赦ください。"
"ご高覧",ごこうらん,"尊敬語名詞","","(尊敬語) 您的阅览","添付資料をご高覧いただければ幸いです。"
"ご足労",ごそくろう,"尊敬語名詞","","(尊敬語) 您的光临（劳驾）","遠方よりご足労いただき、ありがとうございます。"
"お見舞い",おみまい,"尊敬語名詞","","(尊敬語) 探望","先生がご病気の方をお見舞いになりました。"
"ご清聴",ごせいちょう,"尊敬語名詞","","(尊敬語) 您的倾听","本日はご清聴いただき、誠にありがとうございます。"
"ご高配",ごこうはい,"尊敬語名詞","","(尊敬語) 您的关照、照顾","今後ともご高配を賜りますようお願い申し上げます。"
"ご厚意",ごこうい,"尊敬語名詞","","(尊敬語) 您的厚意、好意","皆様からのご厚意に心より感謝申し上げます。"
"ご臨席",ごりんせき,"尊敬語名詞","","(尊敬語) 您的出席","本日はご多忙の中、ご臨席賜り恐縮です。"
"ご査収",ごさしゅう,"尊敬語名詞","","(尊敬語) 您的查收","添付資料をご査収ください。"
"ご査証",ごさしょう,"尊敬語名詞","","(尊敬語) 您的查证、确认","内容をご査証の上、ご連絡ください。"
"お越しになる",おこしになる,"尊敬語動詞","","(尊敬語) 来","明日の会議にはお越しになりますか。"
"お使いになる",おつかいになる,"尊敬語動詞","","(尊敬語) 使用","このソフトはお使いになりますか。"
"お読みになる",およみになる,"尊敬語動詞","","(尊敬語) 阅读","その本はもうお読みになりましたか。"
"お泊まりになる",おとまりになる,"尊敬語動詞","","(尊敬語) 住宿","お客様はどちらにお泊まりになりますか。"
"お乗りになる",おのりになる,"尊敬語動詞","","(尊敬語) 乘坐","次の電車にお乗りになりますか。"
"お伝えになる",おつたえになる,"尊敬語動詞","","(尊敬語) 传达","部長にその件をお伝えになりますか。"
"お働きになる",おはたらきになる,"尊敬語動詞","","(尊敬語) 工作","先生は長年、教育の分野でお働きになりました。"
"お話しになる",おはなしになる,"尊敬語動詞","","(尊敬語) 说话","先生は学生に優しくお話しになりました。"
"お聞き入れになる",おききいれになる,"尊敬語動詞","","(尊敬語) 接受、听取","私の提案をお聞き入れになりました。"
"ご承知",ごしょうち,"尊敬語名詞","","(尊敬語) 您的知道、理解","その件はご承知のとおりです。"
"ご配慮",ごはいりょ,"尊敬語名詞","","(尊敬語) 您的关怀、照顾","いつもご配慮いただき、ありがとうございます。"
"ご尽力",ごじんりょく,"尊敬語名詞","","(尊敬語) 您的尽力、努力","皆様のご尽力により、プロジェクトが成功しました。"
"参る",まいる,"謙譲語動詞","","(謙譲語) 来、去","明日、オフィスに参ります。"
"申す",もうす,"謙譲語動詞","","(謙譲語) 说","山田と申します。"
"頂く",いただく,"謙譲語動詞","","(謙譲語) 得到、吃、喝","貴重なご意見を頂きました。"
"拝見する",はいけんする,"謙譲語動詞","","(謙譲語) 看","資料を拝見いたしました。"
"伺う",うかがう,"謙譲語動詞","","(謙譲語) 拜访、请教、听","後ほど、改めて伺います。"
"おる",おる,"謙譲語動詞","","(謙譲語) 在","私は現在、東京におります。"
"致す",いたす,"謙譲語動詞","","(謙譲語) 做","全力で致します。"
"存じ上げる",ぞんじあげる,"謙譲語動詞","","(謙譲語) 知道","その件については存じ上げております。"
"差し上げる",さしあげる,"謙譲語動詞","","(謙譲語) 给、送","お土産を差し上げます。"
"承る",うけたまわる,"謙譲語動詞","","(謙譲語) 领受、接受、听","ご注文を承りました。"
"申し上げる",もうしあげる,"謙譲語動詞","","(謙譲語) 说、讲","心より感謝の気持ちを申し上げます。"
"お目にかかる",おめにかかる,"謙譲語動詞","","(謙譲語) 会面、见到","近日中にお目にかかれるのを楽しみにしております。"
"お伺いする",おうかがいする,"謙譲語動詞","","(謙譲語) 拜访、请教、听","後日、ご意見をお伺いします。"
"お邪魔する",おじゃまする,"謙譲語動詞","","(謙譲語) 打扰","明日、少しお邪魔してもよろしいでしょうか。"
"お力添え",おちからぞえ,"謙譲語名詞","","(謙譲語) 帮忙、协助","皆様のお力添えに感謝いたします。"
"お詫び",おわび,"謙譲語名詞","","(謙譲語) 抱歉、道歉","遅れましたことを心よりお詫び申し上げます。"
"お見送り",おみおくり,"謙譲語名詞","","(謙譲語) 送别","駅までお見送りいたします。"
"お見舞い",おみまい,"謙譲語名詞","","(謙譲語) 探望","病気の方をお見舞いいたしました。"
"お見せする",おみせする,"謙譲語動詞","","(謙譲語) 给看","新しい商品をお見せします。"
"お読みする",およみする,"謙譲語動詞","","(謙譲語) 阅读","資料をお読みしました。"
"お貸しする",おかしする,"謙譲語動詞","","(謙譲語) 借给","この本をお貸ししましょうか。"
"お借りする",おかりする,"謙譲語動詞","","(謙譲語) 借","ペンをお借りしてもよろしいでしょうか。"
"お渡しする",おわたしする,"謙譲語動詞","","(謙譲語) 递交、交给","直接お渡しいたします。"
"お運びする",おはこびする,"謙譲語動詞","","(謙譲語) 送去、运送","お荷物をお運びします。"
"お話しする",おはなしする,"謙譲語動詞","","(謙譲語) 说话","詳細は後ほどお話しします。"
"お呼びする",およびする,"謙譲語動詞","","(謙譲語) 叫、召唤","部長をお呼びしましょうか。"
"お預かりする",おあずかりする,"謙譲語動詞","","(謙譲語) 代为保管","貴重品はフロントでお預かりします。"
"お頼みする",おたのみする,"謙譲語動詞","","(謙譲語) 拜托","この件、お頼みできますか。"
"お電話する",おでんわする,"謙譲語動詞","","(謙譲語) 打电话","後ほど、改めてお電話します。"
"ご案内する",ごあんないする,"謙譲語動詞","","(謙譲語) 引导、带领","会場までご案内します。"
"ご提供する",ごていきょうする,"謙譲語動詞","","(謙譲語) 提供","最新情報をご提供します。"
"ご報告する",ごほうこくする,"謙譲語動詞","","(謙譲語) 报告","状況をご報告します。"
"ご説明する",ごせつめいする,"謙譲語動詞","","(謙譲語) 说明","詳しくご説明します。"
"ご協力する",ごきょうりょくする,"謙譲語動詞","","(謙譲語) 协助","全力でご協力いたします。"
"ご迷惑をおかけする",ごめいわくをおかけする,"謙譲語句","","(謙譲語) 给您添麻烦","大変ご迷惑をおかけして申し訳ありません。"
"愚妻",ぐさい,"謙譲語名詞","","(謙譲語) 拙荆、贱内","愚妻がいつもお世話になっております。"
"愚息",ぐそく,"謙譲語名詞","","(謙譲語) 犬子、小儿","愚息が大学に進学いたしました。"
"小生",しょうせい,"謙譲語名詞","","(謙譲語) 鄙人、在下","小生は山田と申します。"
"弊店",へいてん,"謙譲語名詞","","(謙譲語) 小店","弊店は年中無休で営業しております。"
"弊社",へいしゃ,"謙譲語名詞","","(謙譲語) 敝公司","弊社は来月、新製品を発表いたします。"
"拝借する",はいしゃくする,"謙譲語動詞","","(謙譲語) 借用","お名前を拝借してもよろしいでしょうか。"
"拝呈する",はいていする,"謙譲語動詞","","(謙譲語) 呈上、敬呈","謹んでご挨拶を拝呈いたします。"
"拝啓",はいけい,"謙譲語 (書信)","","(謙譲語) 敬启","拝啓 時下ますますご清栄のこととお慶び申し上げます。"
"進呈する",しんていする,"謙譲語動詞","","(謙譲語) 呈上、赠送","ささやかですが、記念品を進呈いたします。"
"奉る",たてまつる,"謙譲語動詞","","(謙譲語) 献上、呈上","神に供え物を奉る。"
"賜る",たまわる,"尊敬語動詞","","(尊敬語) 得到、蒙赐","この度はお言葉を賜り、誠にありがとうございます。"
"恐縮",きょうしゅく,"名詞・形容動詞・サ変動詞","","(謙譲語) 不胜惶恐、不好意思","ご迷惑をおかけして恐縮です。"
"不束者",ふつつかもの,"謙譲語名詞","","(謙譲語) 不中用的人、不成熟的人","不束者ですが、どうぞよろしくお願いいたします。"
"厚かましい",あつかましい,"形容詞","","(用于自谦) 厚颜无耻的","厚かましいお願いで恐縮ですが、ご検討いただけますでしょうか。"
"無礼",ぶれい,"名詞・形容動詞","","(用于自谦) 无礼、失礼","先日は大変無礼なことをしてしまい、申し訳ありません。"
"過分",かぶん,"形容動詞","","(用于自谦) 过分的、不当的","過分なお褒めの言葉をいただき、恐縮です。"
"粗末",そまつ,"名詞・形容動詞","","(用于自谦) 粗糙、简陋","粗末なものですが、どうぞお納めください。"
"ご笑納",ごしょうのう,"謙譲語名詞","","(謙譲語) 请笑纳","ささやかですが、ご笑納いただければ幸いです。"
"愚見",ぐけん,"謙譲語名詞","","(謙譲語) 愚见","愚見ではございますが、ご参考にしていただければ幸いです。"
"粗品",そしな,"謙譲語名詞","","(謙譲語) 粗陋的物品","粗品ですが、どうぞ。"
"心ばかり",こころばかり,"謙譲語名詞","","(謙譲語) 心意","心ばかりの品ですが、お受け取りください。"
"御無沙汰",ごぶさた,"名詞・サ変動詞","","(謙譲語) 久疏问候","大変ご無沙汰しております。"
"御馳走",ごちそう,"名詞・サ変動詞","","(用于被款待) 款待、盛宴","本日は御馳走様でした。"
"お世話様",おせわさま,"挨拶","","(謙譲語) 承蒙关照","いつもお世話様です。"


"欺く",あざむく,"五段活用动词 (他动词)","","① 欺骗，欺瞒，蒙骗。<br>② (文学性表达) 使人误以为...，不亚于，胜过。","① 彼は言葉巧みに人々を欺いた。<br>② 花を欺くほどの美しさ。"
"顧みる",かえりみる,"一段活用动词 (他动词)","","① 回头看，回首。<br>② 回顾，反省。<br>③ 关心，顾虑（多用于否定形式）。","① 過去を顧みると、多くの過ちがあったことに気づく。<br>② 彼は家庭を顧みず、仕事に没頭した。"
"掻い摘む",かいつまむ,"五段活用动词 (他动词)","","摘取要点，概括，扼要说明。","時間がないので、掻い摘んでご報告します。"
"掻き立てる",かきたてる,"一段活用动词 (他動詞)","","激起，煽动，挑起（某种感情、情绪或欲望）。","そのミステリー小説は、読者の好奇心を掻き立てる。"
"課す",かす,"五段活用动词 (他动词)","","课以，强加，使承担（任务、义务、惩罚、税金等）。","先生は生徒に毎日たくさんの宿題を課した。<br>政府は新たな税金を国民に課した。"
"叶える",かなえる,"一段活用动词 (他动词)","","实现，使...成为现实（多指愿望、梦想等）。","ついに長年の夢を叶えることができた。"
"辛うじて",かろうじて,"副詞","","好不容易才，勉强，总算。","辛うじて最終電車に間に合った。<br>彼は辛うじて試験に合格した。"
"窮屈",きゅうくつ,"形容動詞 (ナ形容詞)","","拘谨，不自在；狭窄，拥挤","新しい靴が少し窮屈だ。<br>彼はその場の雰囲気を窮屈に感じた。"
"暫時",ざんじ,"名詞・副詞","","暂时，片刻","暫時休憩を取ろう。"
"看過",かんか,"名詞・サ変動詞","","看漏，忽略","彼のミスを看過することはできない。"
"懸隔",けんかく,"名詞","","悬殊，巨大的差距","両者の意見には懸隔がある。"
"齟齬",そご,"名詞・サ変動詞","","龃龉，不和；不一致","意見に齟齬が生じた。"
"出鱈目",でたらめ,"形容動詞 (ナ形容詞)・名詞","","胡说八道，胡乱；一塌糊涂","出鱈目なことを言うな。"
"独壇場",どくだんじょう,"名詞","","独占舞台，拿手好戏","彼のスピーチはまさに独壇場だった。"
"剥がす",はがす,"動詞 (他動詞)","剥がれる - 剥がす","剥下，撕下","壁のポスターを剥がした。"
"穿鑿",せんさく,"名詞・サ変動詞","","追根究底，盘根问底","事件の背景を穿鑿する。"
"畢竟",ひっきょう,"副詞・名詞","","毕竟，终究","畢竟、彼の努力は報われなかった。"
"微塵",みじん,"名詞","","微尘，细微；一点儿（常用于否定）","彼は恐怖を微塵も見せなかった。"
"目紛しい",めまぐるしい,"形容詞 (イ形容詞)","","瞬息万变，眼花缭乱","現代社会は目紛しく変化している。"
"野放し",のばなし,"名詞","","放任自流，放养","子供を野放しにしてはいけない。"
"見計らう",みはからう,"動詞 (他動詞)","","斟酌，酌情；看准时机","頃合いを見計らって出発する。"
"紛れる",まぎれる,"動詞 (自動詞)","紛れる - 紛らす/紛らわす","混淆，混入；（精神）恍惚，分心","人混みに紛れて見失った。"
"見咎める",みとがめる,"動詞 (他動詞)","","察觉到不对劲并指出，发现过失","彼の嘘を見咎めた。"
"翻弄",ほんろう,"名詞・サ変動詞","","玩弄，捉弄","彼は感情に翻弄された。"
"没収",ぼっしゅう,"名詞・サ変動詞","","没收","違法な品物は没収される。"
"催す",もよおす,"動詞 (他動詞)","","举办，举行；感到，萌生","パーティーを催す。<br>彼は眠気を催した。"
"揉める",もめる,"動詞 (自動詞)","","争执，纠纷","意見の相違で彼と揉めた。"
"躍起",やっき,"形容動詞 (ナ形容詞)","","拼命，急切","彼は躍起になって反論した。"
"病む",やむ,"動詞 (自動詞)","","患病；烦恼，忧虑","彼は心を病んでいる。"
"歪み",ひずみ,"名詞","","歪曲，扭曲；（物理上的）变形","社会の歪みが問題となっている。"
"委ねる",ゆだねる,"動詞 (他動詞)","","委托，托付","全てを彼に委ねた。"
"揺らぐ",ゆらぐ,"動詞 (自動詞)","揺らぐ - 揺るがす","摇晃，动摇","彼の決意は揺らがなかった。"
"余地",よち,"名詞","","余地，空间","改善の余地がある。"
"屡々",しばしば,"副詞","","屡次，常常","彼は屡々海外出張に行く。"
"罹災",りさい,"名詞・サ変動詞","","遭灾","その地域は地震で罹災した。"
"論じる",ろんじる,"動詞 (他動詞)","","论述，讨论","環境問題について論じる。"
"露呈",ろてい,"名詞・サ変動詞","","暴露，显露","事件の真相が露呈した。"
"和やか",なごやか,"形容動詞 (ナ形容詞)","","和睦，和蔼","彼は和やかな雰囲気を持っている。"
"歪める",ゆがめる,"動詞 (他動詞)","歪む - 歪める","使歪曲，歪曲","彼は顔を歪めて苦痛に耐えた。"
"傲る",おごる,"動詞 (自動詞)","","傲慢，骄傲；摆阔","彼は成功して傲っている。"
"庇護",ひご,"名詞・サ変動詞","","庇护","彼は貧しい人々を庇護した。"
"欺瞞",ぎまん,"名詞","","欺骗，欺诈","その会社の報告には欺瞞が含まれていた。"
"窘める",たしなめる,"動詞 (他動詞)","","训斥，斥责","彼は部下のミスを窘めた。"
"懐柔",かいじゅう,"名詞・サ変動詞","","怀柔，笼络","政府は反体制派を懐柔しようとした。"
"喝采",かっさい,"名詞","","喝彩，欢呼","彼のパフォーマンスに観客は喝采を送った。"
"呵責",かしゃく,"名詞","","呵责，谴责（多指良心上的）","良心の呵責に苦しむ。"
"閑散",かんさん,"名詞・形容動詞","","萧条，冷清","観光地が閑散としている。"
"飢饉",ききん,"名詞","","饥荒","その国は飢饉に苦しんでいる。"
"戯れる",たわむれる,"動詞 (自動詞)","","玩耍，嬉戏","子供たちが公園で戯れている。"

