territory,"领土， 版图； 领域， 地盘","The territory is disputed by two neighboring countries.","这片领土受到两个邻国的争议。"
summon,"传唤， 传讯； 召集， 召开； 鼓起， 振作","She was summoned to appear in court.","她被传唤出庭。"
grovel,"摇尾乞怜， 奴颜婢膝","He had to grovel to get his job back.","他不得不摇尾乞怜才保住了工作。"
maintain,"维持， 保持； 维修， 保养； 主张， 坚持； 赡养， 负担","The two countries have always maintained friendly relations.","两国一直保持着友好关系。"
shift,"转移；改变, 转移； 改变； 轮班","There has been a dramatic shift in public opinion.","公众舆论发生了戏剧性的转变。"
implore,"哀求， 恳求","She implored him to stay.","她恳求他留下来。"
rehabilitate,"使恢复原状， 修复； 改造， 使恢复正常生活； 恢复…的名誉","The program is designed to rehabilitate young offenders.","该计划旨在改造青少年罪犯。"
expertise,"专门知识， 专长","We need someone with expertise in financial management.","我们需要一位具有财务管理专业知识的人。"
bargain,"讨价还价, 特价商品，廉价货；协议；交易","The car was a bargain at that price.","那辆车那个价钱很便宜。"
elective,"选举的； 可选择的； 选修的","Students can choose two electives each semester.","学生每学期可选修两门选修课。"
pivot,"在枢轴上旋转, 枢轴；中心点；核心","The whole story pivots on the fact that he was in the wrong place at the wrong time.","整个故事的关键在于他在错误的时间出现在了错误的地点。"
dissuade,"劝阻， 阻止","I tried to dissuade him from leaving.","我试图劝他不要离开。"
sneaker,"鬼鬼祟祟的人， 卑鄙者； 运动鞋","He bought a new pair of sneakers.","他买了一双新运动鞋。"
conclusive,"确定的， 确凿的， 不容置疑的； 结论性的","The evidence was conclusive.","证据确凿。"
encompass,"包含； 环绕","The new curriculum will encompass a wide range of subjects.","新课程将涵盖广泛的学科。"
sustenance,"食物； 生计； 维持","He is looking for sustenance for his family.","他正在为家人寻找生计。"
allergy,"过敏性反应","I have an allergy to cats.","我对猫过敏。"
disinterested,"客观的， 无私的， 公正的； 无兴趣的， 不关心的","A disinterested observer is needed to settle the dispute.","需要一个公正的观察者来解决争端。"
envelope,"信封","She put the letter in an envelope and sealed it.","她把信放进信封，然后封上了口。"
deposit,"沉淀；堆积；储蓄；","I'd like to deposit this check, please.","我想存这张支票。"
dissipate,"消散， 消失； 挥霍， 浪费","His anger began to dissipate.","他的怒气开始消散。"
recount,"讲述， 描述； 重新清点， 重计","He recounted his adventures in the jungle.","他讲述了他在丛林中的冒险经历。"
flask,"细颈瓶； 烧瓶","The scientist carefully poured the liquid into a flask.","科学家小心翼翼地将液体倒入烧瓶中。"
fluctuation,"波动， 起伏","There has been a fluctuation in the price of oil.","石油价格出现了波动。"
pliable,"易弯曲的， 柔韧的； 易受影响的； 顺从的","The young mind is pliable and easily influenced.","年轻人的思想是可塑的，容易受到影响。"
flash,"闪光； 反射, 闪光；闪现","A flash of lightning lit up the sky.","一道闪电照亮了天空。"
continent,"大陆， 陆地； 洲","Africa is a large continent.","非洲是一片广阔的大陆。"
disturbance,"打扰； 骚动； 心神不安， 烦恼","There was a disturbance outside the classroom.","教室外面有骚动。"
confidant,"知己， 密友","She's my closest confidant.","她是我最亲密的知己。"
simultaneous,"同时的， 同步的","The two events were almost simultaneous.","这两件事几乎是同时发生的。"
guarantee,"保证；担保, 保证， 担保； 保证书","The watch comes with a two-year guarantee.","这款手表有两年的保修期。"
improvise,"即兴创作； 临时准备","I hadn't prepared a speech so I had to improvise.","我没有准备演讲稿，所以我不得不即兴创作。"
predation,"掠夺； 掠食","The high level of predation in the area has led to a decline in the bird population.","该地区的高度捕食导致鸟类数量下降。"
recommend,"推荐； 建议","I can recommend the fish.","我推荐这道鱼。"
demobilize,"遣散； 使复员","After the war, the army was demobilized.","战后，军队复员了。"
leach,"过滤；溶解, 过滤器； 过滤剂","The chemicals had leached into the soil.","化学物质已经渗入土壤。"
prodigious,"巨大的","He had a prodigious appetite.","他的胃口大得惊人。"
lost-and-found,"失物招领","I went to the lost-and-found to see if anyone had handed in my keys.","我去了失物招领处，看是否有人交了我的钥匙。"
knack,"诀窍； 技能， 本领； 习惯， 癖好","She has a knack for making people feel comfortable.","她有让人们感到自在的诀窍。"
default,"不履行义务， 违约, 违约；弃权；缺省","He defaulted on his loan payments.","他拖欠了贷款。"
indolent,"懒惰的， 懒散的； 不活跃的","He was an indolent man who enjoyed doing nothing.","他是一个懒惰的人，喜欢无所事事。"
tropic,"热带的, 回归线；热带地区","The tropic of Cancer is the most northerly circle of latitude on Earth at which the Sun can be directly overhead.","北回归线是地球上太阳可以直射的最北纬度圈。"
beverage,"饮料","The price of the meal includes a beverage.","餐费包括一杯饮料。"
diction,"措辞， 用语","His diction was clear and precise.","他的措辞清晰而准确。"
ripe,"熟的； 成熟的","Those bananas aren't ripe yet.","那些香蕉还没熟。"
attribute,"属性， 特征, 把…归于","He attributed his success to hard work.","他将自己的成功归功于努力工作。"
genetic,"基因的， 遗传的","The disease is caused by a genetic defect.","这种疾病是由基因缺陷引起的。"
triumph,"获胜， 成功, 狂喜；胜利，成功","The team celebrated their triumph.","球队庆祝他们的胜利。"
slumber,"睡眠， 安睡","The baby slumbered peacefully in her crib.","婴儿在婴儿床里安详地睡着。"
arouse,"唤醒， 唤起； 激起， 引起","His speech aroused the crowd.","他的演讲激起了人群的兴趣。"
nest,"做窝，筑巢, 巢， 窝","The bird built its nest in the tree.","鸟在树上筑了巢。"
tout,"吹捧； 兜售","He's been touting his new book all over the country.","他一直在全国各地兜售他的新书。"
expropriate,"征用， 没收","The government expropriated the land for a new highway.","政府为修建一条新高速公路征用了这块土地。"
consensus,"共识， 一致同意； 舆论","The general consensus is that we should go ahead with the project.","普遍的共识是，我们应该继续进行这个项目。"
classic,"经典的；典型的, 经典作品；","'Pride and Prejudice' is a classic novel.","《傲慢与偏见》是一部经典小说。"
embellish,"装饰； 对…添枝加叶， 渲染","He embellished his story with a few extra details.","他给自己的故事添枝加叶。"
metric,"米制的； 公制的","The metric system is used in most countries of the world.","世界上大多数国家都使用公制。"
absolute,"完全的， 绝对的； 地道的； 无疑的， 确凿的； 不受限制的， 不受约束的","I have absolute confidence in her ability.","我对她的能力有绝对的信心。"
retract,"收回， 撤销； 缩回","He retracted his earlier statement.","他收回了他早先的声明。"
gossip,"传播流言飞语， 说长道短, 闲话，流言飞语；爱说长道短的人","She's been spreading gossip about her neighbors.","她一直在传播邻居的闲话。"
technological,"技术的， 工艺的","The company is a leader in technological innovation.","该公司是技术创新的领导者。"
grab,"拿， 抓， 夺","He grabbed the money and ran.","他抓住钱就跑了。"
silversmith,"银匠； 银器商人","The silversmith crafted a beautiful necklace.","银匠精心制作了一条漂亮的项链。"
antecedent,"先行的, 祖先，先辈","The antecedent of the pronoun 'it' is the noun 'book'.","代词“it”的先行词是名词“book”。"
remains,"剩余物， 残留物； 古代遗物， 遗迹， 遗址； 遗骸","The remains of the ancient city were discovered by archaeologists.","考古学家发现了古城的遗迹。"
granular,"粒状的； 含颗粒的","The sugar has a granular texture.","这种糖呈颗粒状。"
incorporate,"纳入， 合并； 包含； 吸收； 注册成立","We will incorporate your suggestions into the final plan.","我们会将您的建议纳入最终计划。"
graphite,"石墨","Graphite is used in pencils and as a lubricant.","石墨用于铅笔和润滑剂。"
boast,"自我夸耀","He's always boasting about his new car.","他总是吹嘘他的新车。"
reiterate,"反复说， 重申","Let me reiterate that we are fully committed to this project.","让我重申，我们完全致力于这个项目。"
flank,"肋腹；侧面；侧翼, 位于…的侧面","The soldiers flanked the general.","士兵们护卫在将军的两侧。"
counterpart,"相对物； 职位相当的人； 副本","The prime minister is meeting with his Canadian counterpart.","首相正在会见他的加拿大同行。"
segment,"音段； 段， 部分","The company is targeting a specific segment of the market.","该公司正瞄准市场的特定部分。"
stripe,"条纹， 斑纹","The zebra has black and white stripes.","斑马有黑白相间的条纹。"
sovereign,"君主的；至高无上的；独立自主的, 君主， 元首， 最高统治者","The country is a sovereign state.","这个国家是一个主权国家。"
gourd,"葫芦； 葫芦制成的容器","They drank water from a gourd.","他们用葫芦喝水。"
attractive,"吸引人的， 有魅力的； 引起注意的","She has a very attractive personality.","她性格很迷人。"
cater,"迎合； 提供饮食","The hotel caters to business travelers.","这家酒店迎合商务旅客的需求。"
superb,"极好的， 高质量的， 上乘的； 华丽的","The food was superb.","食物棒极了。"
engineering,"工程； 工程学","He studied engineering at university.","他在大学学习工程学。"
duplicate,"完全相同的；副本的, 复制品； 副本, 复写； 复制； 使加倍","Can you make a duplicate of this key for me?","你能帮我配一把这把钥匙吗？"
affable,"和蔼可亲的， 易于交谈的， 友善的","He was an affable and approachable man.","他是一个和蔼可亲、平易近人的人。"
decrease,"减少, 减少","The number of students has decreased this year.","今年学生人数减少了。"
surmise,"推测， 猜测, 推测， 猜测","I surmise that he will be late.","我推测他会迟到。"
eradicate,"根除， 灭绝","We must eradicate poverty.","我们必须根除贫困。"
germinate,"发芽， 萌芽； 发展","The seeds will germinate in a few days.","种子几天后就会发芽。"
trumpet,"鼓吹，宣扬, 小号， 喇叭","He trumpeted his success to everyone he met.","他向遇到的每个人都吹嘘自己的成功。"
conservationist,"自然环境保护论者","She is a well-known conservationist.","她是一位著名的自然环境保护论者。"
despondent,"垂头丧气的， 沮丧的","He was despondent after losing his job.","他失业后垂头丧气。"
trifle,"不认真对待， 怠慢, 少许；琐事，小事；无价值的东西","Don't trifle with her affections.","不要玩弄她的感情。"
migrate,"迁徙； 移居","Many birds migrate south for the winter.","许多鸟类冬天迁徙到南方。"
Easter,"复活节","We always have a big family dinner at Easter.","我们总是在复活节吃一顿丰盛的家庭晚餐。"
string,"用线串； 悬挂, 细绳，带子；一串；一系列；弦","She tied the package with a piece of string.","她用一根细绳把包裹系好。"
submit,"提交， 呈递； 屈从； 主张， 建议","Please submit your application by Friday.","请在周五前提交您的申请。"
occupy,"占用； 占据， 占领； 使忙于","The army occupied the city.","军队占领了这座城市。"
import,"进口， 输入； 意义， 要旨， 重要性, 进口， 输入","The country imports a lot of oil.","这个国家进口大量石油。"
affluent,"丰富的； 富裕的","He lives in an affluent neighborhood.","他住在一个富裕的社区。"
indigestion,"消化不良","I got indigestion after eating that greasy food.","吃了那油腻的食物后我消化不良。"
intrude,"侵入， 闯入； 打扰， 侵扰","I'm sorry to intrude, but I need to ask you something.","很抱歉打扰，但我想问你点事。"
simplicity,"简单， 容易； 朴素， 质朴","I admire the simplicity of her design.","我欣赏她设计的简约风格。"
blink,"眨眼睛；闪亮，闪烁, 眨眼睛","He blinked in the bright sunlight.","他在明亮的阳光下眨了眨眼。"
summit,"最高点， 峰顶， 极点； 峰会","The leaders of the two countries will meet for a summit next week.","两国领导人将于下周举行峰会。"
perfume,"香味；香水, 使充满香气； 洒香水于","She was wearing a beautiful perfume.","她喷了很香的香水。"
magnify,"放大， 扩大； 夸大","This lens will magnify the image.","这个镜头可以放大图像。"
redundant,"多余的； 累赘的","The new system made our old one redundant.","新系统使我们的旧系统变得多余。"
durable,"持久的， 耐用的","This material is very durable.","这种材料非常耐用。"
impose,"把…强加于； 征； 处以","The government has imposed a new tax on cigarettes.","政府对香烟征收了新税。"
mammal,"哺乳动物","Humans, dogs, and whales are all mammals.","人类、狗和鲸鱼都是哺乳动物。"
preliterate,"文字出现以前的， 没有文字的","The stories were passed down through generations in the preliterate society.","在没有文字的社会里，这些故事代代相传。"
factor,"要素， 因素； 因数； 系数","Price is a key factor in our decision.","价格是我们决定的关键因素。"
rite,"仪式， 典礼","The funeral rite was a solemn occasion.","葬礼仪式是一个庄严的场合。"
pinch,"捏，掐；夹痛；偷窃；逮捕, 捏， 掐； 一撮， 微量","She gave him a pinch on the arm.","她在他胳膊上掐了一下。"
mischievous,"恶作剧的， 顽皮的， 淘气的； 恶意的","He has a mischievous sense of humor.","他有一种淘气的幽默感。"
conquer,"战胜， 征服； 克服","The army conquered the enemy.","军队战胜了敌人。"
wan,"苍白的， 无血色的； 憔悴的","She looked wan and tired.","她看起来苍白而疲惫。"
continuity,"连贯性， 连续性","There is a lack of continuity in the new government's policies.","新政府的政策缺乏连贯性。"
sculpture,"雕像， 雕塑品； 雕刻术","The museum has a large collection of modern sculpture.","博物馆收藏了大量现代雕塑。"
realization,"实现； 意识","The realization of her dream was a long and difficult process.","她梦想的实现是一个漫长而艰难的过程。"
wax,"给…打蜡；渐满, 蜡； 蜡状物","She waxed the floor to make it shine.","她给地板打蜡让它发亮。"
contamination,"污染； 玷污","The contamination of the water supply is a serious problem.","供水系统的污染是一个严重的问题。"
arable,"可耕作的，适于耕作的, 可耕地","The country has a lot of arable land.","这个国家有很多可耕地。"
gist,"主旨， 要点， 大意","I didn't read the whole report, but I got the gist of it.","我没有读整篇报告，但我明白了大概意思。"
urban,"城市的， 市内的","The urban population is growing rapidly.","城市人口正在迅速增长。"
refer,"提到， 谈及； 查阅， 参考","He referred to the dictionary for the meaning of the word.","他查字典来弄清这个词的意思。"
stellar,"星的， 恒星的， 星球的； 精彩的； 优秀的","The movie received stellar reviews from the critics.","这部电影获得了影评人的一致好评。"
flame,"燃烧； 闪耀, 火舌，火焰；光芒，光辉；强烈的感情","The house was in flames.","房子着火了。"
discard,"丢弃","She discarded her old clothes.","她扔掉了旧衣服。"
subsidy,"补助金， 津贴","The government provides a subsidy to farmers.","政府向农民提供补贴。"
criteria,"[criterion的复数形式]标准， 准则","What are the criteria for success?","成功的标准是什么？"
obscene,"淫秽的， 下流的； 骇人听闻的； 可憎的， 可恶的","He was arrested for making obscene phone calls.","他因打淫秽电话而被捕。"
raft,"用筏运送； 乘筏渡河, 筏，木排；充气船","They built a raft to cross the river.","他们造了一个木筏过河。"
attentive,"注意的， 专心的； 关心的","The students were attentive to the teacher.","学生们专心听老师讲课。"
prohibitive,"禁止的， 抑制的； 高得令人难以承受的","The cost of the new drug is prohibitive.","新药的成本高得令人望而却步。"
flair,"才能， 本领； 天资","She has a flair for languages.","她有语言天赋。"
modest,"谦虚的； 适度的","He is a modest man, despite his success.","尽管他很成功，但他是个谦虚的人。"
crush,"碾碎； 使变形； 镇压","He crushed the can with his foot.","他用脚踩扁了易拉罐。"
electron,"电子","An electron is a negatively charged subatomic particle.","电子是带负电的亚原子粒子。"
embed,"把…嵌入； 使深留脑中","The fossil was embedded in the rock.","化石嵌在岩石里。"
citadel,"堡垒， 要塞","The ancient citadel stands on a hill overlooking the city.","古老的城堡矗立在俯瞰城市的小山上。"
promising,"有希望的； 有前途的","She is a promising young artist.","她是一位有前途的年轻艺术家。"
ambivalent,"对立的， 感情矛盾的","I'm ambivalent about whether to go or stay.","我去还是留，我犹豫不决。"
practicable,"能实行的， 可行的， 适用的","The plan is practicable and should be implemented.","这个计划是可行的，应该予以实施。"
physiology,"生理学； 生理机能","He is a professor of physiology.","他是生理学教授。"
lofty,"高耸的； 崇高的； 高傲的","He has lofty ideals.","他有崇高的理想。"
explicit,"清楚的； 直率的","He gave me explicit instructions.","他给了我明确的指示。"
utilize,"利用","We must utilize our resources wisely.","我们必须明智地利用我们的资源。"
prevail,"盛行， 流行； 战胜， 压倒； 劝说","Justice will prevail.","正义终将获胜。"
flake,"使成薄片；雪片般落下, 薄片","Snowflakes began to fall.","雪花开始飘落。"
browse,"吃嫩叶或草；浏览, 嫩叶； 浏览","I was Browse through a magazine while I was waiting.","我等的时候在浏览一本杂志。"
implicit,"含蓄的； 绝对的； 内含的","There was an implicit threat in his words.","他的话里有含蓄的威胁。"
purity,"纯度； 纯洁， 纯净， 纯粹","The purity of the water is essential for the fish to survive.","水的纯净对鱼的生存至关重要。"
portion,"部分；一份, 划分， 分配","She served a large portion of cake.","她上了一大块蛋糕。"
futile,"无效的， 无用的， 无意义的； 琐细的； 没出息的","It was a futile attempt to save the drowning man.","那是一次徒劳的尝试，想救那个溺水的人。"
pensive,"沉思的； 忧虑的","She looked pensive as she stared out the window.","她凝视着窗外，若有所思。"
reliever,"救济者； 缓解物","A pain reliever can help to ease the headache.","止痛药有助于缓解头痛。"
acumen,"敏锐， 聪明","She has a sharp business acumen.","她有敏锐的商业头脑。"
abate,"减少， 减轻","The storm began to abate.","暴风雨开始减弱。"
tragic,"悲惨的； 悲剧的","It was a tragic accident.","那是一场悲惨的事故。"
eschew,"避开， 戒除， 回避","He eschewed all forms of violence.","他避开一切形式的暴力。"
physician,"内科医生","You should see a physician about that cough.","你应该去看医生治咳嗽。"
stardom,"明星的身份","She achieved stardom overnight.","她一夜成名。"
amass,"积聚","He amassed a great fortune.","他积聚了巨额财富。"
venturesome,"敢于冒险的； 有危险的","He was a venturesome young man, always looking for a new challenge.","他是个敢于冒险的年轻人，总是在寻找新的挑战。"
souvenir,"纪念品， 纪念物","I bought a small souvenir to remember my trip.","我买了一个小纪念品来纪念我的旅行。"
quaint,"古色古香的； 离奇有趣的","We stayed in a quaint little cottage in the countryside.","我们住在乡下一个古色古香的小村舍里。"
grip,"控制；紧握；吸引住…的注意, 控制， 影响力； 紧握； 理解","She had a firm grip on the railing.","她紧紧抓住栏杆。"
tornado,"飓风， 龙卷风","A tornado is a violent, rotating column of air.","龙卷风是一种猛烈的旋转气柱。"
explore,"探索， 勘探； 探险； 探究","We're going to explore the caves.","我们要去探险洞穴。"
acronym,"首字母缩写词","'NASA' is an acronym for 'National Aeronautics and Space Administration'.","'NASA' 是 'National Aeronautics and Space Administration' 的首字母缩写词。"
noteworthy,"显著的， 值得注目的","His performance was noteworthy.","他的表现值得注意。"
shirk,"逃避， 规避","He shirked his responsibilities.","他逃避责任。"
electricity,"电； 电流","The storm knocked out the electricity.","暴风雨导致停电。"
tentative,"试验性的； 不确定的， 暂定的； 犹豫的","We have a tentative agreement.","我们有了一个暂定的协议。"
cosmos,"宇宙","The cosmos is vast and full of wonders.","宇宙浩瀚无垠，充满奇迹。"
climate,"气候； 气候区， 地带； 风气， 氛围； 思潮","The climate is changing rapidly.","气候正在迅速变化。"
staggering,"巨大的； 势不可挡的； 惊人的， 令人吃惊的","The cost of the project is staggering.","这个项目的成本惊人。"
crust,"地壳； 外壳； 硬的表面； 面包片","The Earth's crust is the outermost layer of our planet.","地壳是我们星球的最外层。"
criticize,"批评； 吹毛求疵， 非难； 评论","He was criticized for his poor performance.","他因表现不佳而受到批评。"
incredulous,"怀疑的， 不轻信的","She gave him an incredulous look.","她怀疑地看了他一眼。"
condole,"向…吊唁； 慰问","We went to condole with the family on their loss.","我们去向那家人吊唁。"
grid,"格子， 栅格； 地图上的坐标方格， 网格； 输电网， 煤气输送网","The city is laid out in a grid.","这个城市是网格状的布局。"
circumference,"周围， 周边； 圆周； 周长","What is the circumference of the Earth?","地球的周长是多少？"
rage,"猛烈地继续，激烈进行；发怒，怒斥；迅速蔓延，猖獗, 风靡一时的事物， 时尚； 狂怒","He flew into a rage when he heard the news.","他听到这个消息后勃然大怒。"
finalize,"使完成； 把…最后定下来； 定稿","We need to finalize the details of the contract.","我们需要敲定合同的细节。"
hull,"外壳；船身，船体, 给…去外壳","The hull of the ship was damaged in the storm.","船体在暴风雨中受损。"
preside,"担任主席； 主持； 掌管","The judge will preside over the trial.","法官将主持审判。"
board,"登机， 上船； 搭伙， 寄宿, 膳食费用；委员会，董事会；板，木板","We boarded the train at 10:00.","我们十点钟上了火车。"
economic,"经济的； 经济上的； 经济学的； 合算的","The country is facing a number of economic problems.","该国正面临许多经济问题。"
stuff,"原料，材料, 填满， 塞满； 让…吃饱","What's that stuff on your shirt?","你衬衫上那是什么东西？"
offspring,"子孙， 后代； 崽","He has three offspring.","他有三个孩子。"
whim,"一时的兴致， 冲动； 怪念头， 奇想","She bought the dress on a whim.","她一时兴起买了那件衣服。"
arrest,"逮捕， 拘留； 停止， 阻止； 吸引","The police arrested him for theft.","警察因他偷窃而逮捕了他。"
assortment,"分类； 各种各样","The store has a wide assortment of shoes.","这家商店有各种各样的鞋子。"
section,"部分； 地区； 部门； 段落， 章节； 截面， 剖面","This section of the report is the most important.","报告的这一部分最重要。"
rumor,"传闻， 谣言","There's a rumor that he's going to resign.","有传言说他要辞职。"
overflow,"泛滥， 溢出, 溢出； 容纳不下的物","The river overflowed its banks.","河水泛滥了。"
provoke,"挑动， 激怒， 挑衅； 引发， 引起","His comments provoked a lot of anger.","他的评论激起了很多愤怒。"
enrich,"使充实； 使肥沃； 使富裕， 使富有","Travel can enrich your life.","旅行可以丰富你的生活。"
strain,"拉力，压力，张力；","The rope broke under the strain.","绳子在拉力下断了。"
otherwise,"另样，用别的方法；在其他方面, 要不然， 否则","You'd better hurry, otherwise you'll be late.","你最好快点，否则你会迟到的。"
marked,"显著的； 有记号的； 被监视的","There has been a marked improvement in his work.","他的工作有了显著的进步。"
pathological,"病态的； 病理学的； 不理智的， 无道理的","He's a pathological liar.","他是个病态的说谎者。"
recital,"音乐演奏会； 诗歌朗诵会； 赘述","She gave a piano recital last night.","她昨晚举行了钢琴独奏会。"
visible,"看得见的， 明显的","The mountains were visible in the distance.","远处的群山清晰可见。"
intrigue,"密谋； 迷住, 阴谋， 诡计","The plot of the movie is full of intrigue.","这部电影的情节充满了阴谋。"
tangle,"缠结， 纠结, 混乱；纠纷，不和","The wires are in a tangle.","电线缠在一起了。"
orient,"[O-]东方, 使适应； 确定方向， 定位","It took him a while to orient himself in the new city.","他花了一段时间才适应这个新城市。"
recurring,"往复的， 反复的， 再次发生的","I have a recurring dream that I'm flying.","我总是做着飞翔的梦。"
tranquil,"安静的， 平静的","The lake was tranquil and still.","湖水平静无波。"
pleasing,"令人高兴的， 愉快的","The music was very pleasing to the ear.","这音乐很悦耳。"
inner,"内部的；内心的, 内部； 内心","She has a strong inner strength.","她有很强的内心力量。"
voyage,"旅行； 航程","He went on a long sea voyage.","他进行了一次漫长的海上航行。"
keen,"灵敏的， 敏锐的； 热心的， 渴望的； 激烈的； 锋利的","He has a keen sense of smell.","他嗅觉很灵敏。"
nutrition,"营养； 营养学","Good nutrition is essential for a healthy life.","良好的营养对健康生活至关重要。"
absenteeism,"旷课； 旷工","The company has a problem with absenteeism.","这家公司存在旷工问题。"
cereal,"谷物； 谷类食物","I had a bowl of cereal for breakfast.","我早餐吃了一碗麦片。"
gait,"步法， 步态","He has a strange gait.","他步态很奇怪。"
overhaul,"仔细检查； 彻底检修, 仔细检查； 彻底检修","The engine needs a complete overhaul.","发动机需要彻底检修。"
elementary,"初级的， 基础的； 基本的； 简单的","This is an elementary school.","这是一所小学。"
solemn,"庄严的， 严肃的； 隆重的","It was a solemn occasion.","那是一个庄严的场合。"
perceive,"感知， 察觉； 理解","I perceive a change in his attitude.","我察觉到他态度的变化。"
embarrass,"使尴尬， 使困窘； 使困惑","His question embarrassed me.","他的问题让我很尴尬。"
politics,"政治； 政纲， 政见； 政治事务； 权术； 政治学","He's not interested in politics.","他对政治不感兴趣。"
acute,"严重的； 极度的， 激烈的； 敏锐的","She has an acute sense of hearing.","她听觉很敏锐。"
stigma,"污点， 耻辱； 烙印； 特征","There is a stigma attached to mental illness.","精神疾病带有污名。"
pathology,"反常， 变态； 病理学； 病状","The pathology of the disease is not yet fully understood.","这种疾病的病理学尚未完全了解。"
silica,"硅石， 硅土； 二氧化硅","Silica is used to make glass.","二氧化硅用于制造玻璃。"
crucial,"至关重要的， 决定性的","It's crucial that we get this right.","我们做对这件事至关重要。"
contribute,"贡献， 捐赠； 有助于； 投稿","He contributed a lot of money to the charity.","他向慈善机构捐了很多钱。"
remark,"评论；谈论；察觉, 评论， 评语； 注释","He made a few remarks about the weather.","他对天气发表了一些评论。"
microscope,"显微镜","We used a microscope to look at the cells.","我们用显微镜观察细胞。"
dissenter,"不同意者， 反对者","He was a dissenter from the majority opinion.","他是多数意见的反对者。"
strive,"奋斗， 努力； 力求","We must strive for excellence.","我们必须追求卓越。"
candidate,"候选人； 投考者","There are three candidates for the job.","有三个职位候选人。"
fungus,"真菌","Mold is a type of fungus.","霉菌是一种真菌。"
intelligible,"聪明的， 理智的； 易懂的， 易理解的","His speech was not very intelligible.","他的演讲不是很清楚。"
along,"向前；一起, 沿着","We walked along the river.","我们沿着河边散步。"
parallel,"平行的；相似的, 相似处；","The two lines are parallel.","这两条线是平行的。"
cashier,"收银员， 出纳员","The cashier gave me the wrong change.","收银员找错了钱。"
inert,"无活动的， 惰性的； 不活泼的， 迟钝的","He was inert with fear.","他吓得一动不动。"
diet,"节食, 饮食，食物；规定饮食","I'm on a diet.","我在节食。"
dissimulate,"掩盖， 掩饰， 假装","He tried to dissimulate his true feelings.","他试图掩饰自己的真实感情。"
enzyme,"酶， 酵素","Enzymes are proteins that speed up chemical reactions.","酶是加速化学反应的蛋白质。"
soccer,"足球","He plays soccer for the school team.","他为校队踢足球。"
breach,"违背；破裂；缺口, 打破； 违反","He was sued for breach of contract.","他因违约而被起诉。"
butter,"黄油, 涂黄油于","I like butter on my toast.","我喜欢在吐司上抹黄油。"
wit,"智力， 才智； 风趣； 机智幽默的人","She has a quick wit.","她反应很快。"
respire,"呼吸","All living things respire.","所有生物都呼吸。"
selective,"选择的， 选择性的； 精挑细选的","She is very selective about her friends.","她对朋友很挑剔。"
handful,"一把； 少数人","Only a handful of people came to the meeting.","只有少数人来开会。"
rebate,"回扣， 折扣； 退还款","We offer a rebate on all our products.","我们所有产品都有折扣。"
stimulus,"刺激（物）；促进因素","The new tax cuts will be a stimulus to the economy.","新的减税措施将刺激经济。"
systematize,"使系统化， 使条理化， 使成体系","We need to systematize our work process.","我们需要将我们的工作流程系统化。"
barter,"实物交易， 以物易物","They bartered their grain for tools.","他们用谷物换工具。"
bewilder,"使迷惑， 使不知所措","I was bewildered by his strange behavior.","他奇怪的行为让我很困惑。"
regiment,"团；","He was a colonel in the army, in charge of a regiment.","他是陆军上校，负责一个团。"
terminal,"末端的, 终点站；终点；航站楼","This is the last terminal on the line.","这是这条线路的最后一站。"
kerosene,"煤油， 火油","We used kerosene to light the lamp.","我们用煤油点灯。"
diminish,"降低， 贬低； 减少， 减弱","The pain will gradually diminish.","疼痛会逐渐减轻。"
surpass,"超过， 超越， 胜过","She surpassed all our expectations.","她超出了我们所有的期望。"
linguist,"语言学家； 通晓数国语言的人","He is a famous linguist.","他是一位著名的语言学家。"
oyster,"牡蛎， 蚝","I love eating fresh oysters.","我喜欢吃新鲜的牡蛎。"
aloof,"远离的； 冷淡的， 冷漠的","She was aloof and unfriendly.","她冷漠而不友好。"
idealize,"将…理想化","We should not idealize the past.","我们不应该理想化过去。"
gouge,"挖出；敲竹杠, 凿子","He gouged a hole in the wall.","他在墙上挖了一个洞。"
attention,"注意， 留心； 立正","Pay attention to what I'm saying.","注意听我说的话。"
succumb,"屈服， 屈从； 死亡","He succumbed to his injuries.","他因伤势过重而死亡。"
disproportionate,"不成比例的","The punishment was disproportionate to the crime.","惩罚与罪行不成比例。"
extent,"程度， 范围","To what extent can we trust him?","我们能在多大程度上信任他？"
translucent,"半透明的","The curtains are translucent, so they let in some light.","窗帘是半透明的，所以可以透进一些光线。"
magma,"岩浆","Magma is molten rock from beneath the Earth's surface.","岩浆是来自地表以下的熔岩。"
fin,"鳍； 鳍状物； 翼","The shark has a large dorsal fin.","鲨鱼有一个很大的背鳍。"
sauce,"调味汁， 佐料","What kind of sauce would you like with your steak?","你的牛排要配什么酱？"
husk,"外壳，外皮, 去壳， 削皮","The husk of the coconut is very hard.","椰子的外壳很硬。"
fix,"修理；使固定，安装；安排；找到，确定, 解决方法； 困境， 窘境","Can you fix my broken watch?","你能修好我坏了的手表吗？"
colonial,"殖民的； 殖民国家的","The country was a former colonial power.","这个国家曾是殖民大国。"
rank,"属于某等级， 归类, 等级；头衔","He holds the rank of captain.","他有上尉军衔。"
giant,"巨大的；超群的, 巨大的动物； 才智超群的人","He was a giant of a man.","他是个大个子。"
perch,"栖息，停留；把…置于较高处；坐于, 栖息处， 栖木； 高处， 较高的位置； 鲈鱼","A bird was perched on the branch of a tree.","一只鸟栖息在树枝上。"
