宿泊,しゅくはく,lodging/accommodation,"宿泊施設。","Accommodation facility."
軒並み,のきなみ,row of houses/uniformly,"軒並み値上げする。","Raise prices across the board."
二軒,にけん,two houses/establishments,"二軒隣の家。","The house two doors down."
芸術,げいじゅつ,art/fine arts,"現代芸術。","Contemporary art."
芸能人,げいのうじん,performer/celebrity,"有名な芸能人。","Famous celebrity."
演劇,えんげき,play/drama,"演劇を見る。","Watch a play."
演技する,えんぎする,to act/perform,"素晴らしい演技。","Wonderful acting."
公園,こうえん,park,"公園で遊ぶ。","Play in the park."
劇場,げきじょう,theater,"劇場に行く。","Go to the theater."
悲劇,ひげき,tragedy,"悲劇的な結末。","Tragic ending."
劇薬,げきやく,powerful medicine/poison,"劇薬注意。","Caution: powerful medicine."
武道,ぶどう,martial arts,"日本の武道。","Japanese martial arts."
武士,ぶし,samurai/warrior,"武士の精神。","Samurai spirit."
武器,ぶき,weapon,"武器を捨てる。","Lay down weapons."
柔らかい,やわらかい,soft/tender,"柔らかな光。","Soft light."
柔道,じゅうどう,Judo,"柔道を習う。","Learn Judo."
尊い,とうとい,precious/valuable,"尊い命。","Precious life."
尊い,たっとい,precious/valuable (used formally),"尊い教え。","Valuable teaching."
尊敬する,そんけいする,to respect,"先生を尊敬する。","Respect the teacher."
尊重する,そんちょうする,to respect/value,"意見を尊重する。","Respect opinions."
敬う,うやまう,to respect/honor,"神を敬う。","Revere God."
敬語,けいご,honorific language,"敬語を使う。","Use honorific language."
御中,おんちゅう,attention (used for organizations),"会社御中。","To the company (Attention)."
召し上がる,めしあがる,to eat/drink (honorific),"どうぞ召し上がれ。","Please eat/drink (honorific)."
召集する,しょうしゅうする,to summon/convene,"国会を召集する。","Convene the Diet."
拝む,おがむ,to worship/bow in prayer,"仏像を拝む。","Worship a Buddhist statue."
拝見する,はいけんする,to look at (humble),"資料を拝見する。","Look at the documents (humble)."
承る,うけたまわる,to receive (humble)/hear (humble),"ご注文を承る。","Receive your order (humble)."
承知する,しょうちする,to know/consent (formal),"承知いたしました。","I understand (formal)."
頂く,いただく,to receive (humble)/eat/drink (humble),"お土産を頂く。","Receive a souvenir (humble)."
山の頂,やまのいただき,summit/peak of a mountain,"山の頂を目指す。","Aim for the mountaintop."
頂上,ちょうじょう,summit/top,"頂上に着く。","Reach the summit."
頂点,ちょうてん,peak/vertex,"人気の頂点。","Peak of popularity."
/
震える,ふるえる,to tremble/shake,"手が震える。","Hands tremble."
地震,じしん,earthquake,"地震が起きる。","An earthquake occurs."
燃える,もえる,to burn/be passionate,"ゴミが燃える。","Trash burns."
燃やす,もやす,to burn/light,"薪を燃やす。","Burn firewood."
燃料,ねんりょう,fuel,"燃料補給。","Refueling."
可燃ごみ,かねんごみ,burnable trash,"可燃ごみの袋。","Bag for burnable trash."
灰,はい,ash/cinder,"タバコの灰。","Cigarette ash."
火山灰,かざんばい,volcanic ash,"火山灰が降る。","Volcanic ash falls."
灰皿,はいざら,ashtray,"灰皿を出す。","Put out an ashtray."
石灰,せっかい,lime/calcium,"石灰岩。","Limestone."
伸びる,のびる,to stretch/grow,"身長が伸びる。","Height grows."
伸ばす,のばす,to stretch/extend,"髪を伸ばす。","Grow one's hair long."
延期する,えんきする,to postpone/defer,"会議を延期する。","Postpone the meeting."
延長する,えんちょうする,to extend/prolong,"時間を延長する。","Extend the time."
遅延証明書,ちえんしょうめいしょ,delay certificate,"遅延証明書をもらう。","Get a delay certificate."
死ぬ,しぬ,to die,"花が死ぬ。","The flower dies."
死者,ししゃ,the dead/casualty,"死者が出る。","There are casualties."
死亡する,しぼうする,to die/pass away,"事故で死亡する。","Die in an accident."
適切,てきせつ,appropriate/suitable,"適切なアドバイス。","Appropriate advice."
適する,てきする,to suit/be appropriate,"この仕事に適する。","Be suitable for this job."
適当,てきとう,suitable/proper/careless (context dependent),"適当な返事をする。","Give a careless reply."
勢い,いきおい,vigor/momentum,"勢いがある。","Have vigor."
姿勢,しせい,posture/attitude,"良い姿勢。","Good posture."
勢力,せいりょく,influence/power,"勢力が拡大する。","Influence expands."
大勢,おおぜい,great number of people,"大勢の観客。","A large crowd of spectators."
布団,ふとん,futon/bedding,"布団を敷く。","Lay out a futon."
団体,だんたい,organization/group,"観光団体。","Tourist group."
集団,しゅうだん,group/mass,"集団行動。","Group behavior."
高層ビル,こうそうビル,high-rise building,"高層ビルが立ち並ぶ。","High-rise buildings line up."
地層,ちそう,stratum/geological layer,"地層を調べる。","Examine the geological layers."
夢,ゆめ,dream,"夢を見る。","Have a dream."
夢中,むちゅう,absorbed in/obsessed with,"ゲームに夢中だ。","Absorbed in the game."
悪夢,あくむ,nightmare,"悪夢にうなされる。","Suffer from a nightmare."
住宅,じゅうたく,housing/residence,"住宅街。","Residential area."
自宅,じたく,one's own home,"自宅に帰る。","Return to one's own home."
帰宅する,きたくする,to return home,"夜遅く帰宅する。","Return home late at night."
照る,てる,to shine (sun),"日が照る。","The sun shines."
照らす,てらす,to illuminate/shine on,"ライトで照らす。","Shine with a light."
日照り,ひでり,drought/dry weather,"日照りが続く。","The drought continues."
照明,しょうめい,lighting/illumination,"照明をつける。","Turn on the lighting."
巨大,きょだい,huge/gigantic,"巨大な像。","A gigantic statue."
巨人,きょじん,giant,"巨人の星。","Star of the Giants (famous manga)."
改める,あらためる,to change/correct/reform,"態度を改める。","Change one's attitude."
改札口,かいさつぐち,ticket gate,"改札口を通る。","Pass through the ticket gate."
倒れる,たおれる,to fall down/collapse,"木が倒れる。","A tree falls down."
倒す,たおす,to knock down/defeat,"敵を倒す。","Defeat the enemy."
転倒する,てんとうする,to fall over/tumble,"階段で転倒する。","Fall over on the stairs."
倒産する,とうさんする,to go bankrupt,"会社が倒産する。","The company goes bankrupt."
庭,にわ,garden/yard,"庭で遊ぶ。","Play in the garden."
家庭,かてい,home/household,"幸せな家庭。","A happy family."
薄い,うすい,thin/light (color/taste),"薄い紙。","Thin paper."
薄れる,うすれる,to fade/become faint,"記憶が薄れる。","Memories fade."
薄情,はくじょう,cold-hearted/unfeeling,"薄情な人。","A cold-hearted person."
灯,ひ,light/lamp,"灯をともす。","Light a lamp."
懐中電灯,かいちゅうでんとう,flashlight,"懐中電灯を持つ。","Hold a flashlight."
灯台,とうだい,lighthouse,"灯台の光。","Lighthouse beam."
街灯,がいとう,street light,"街灯の下。","Under the street light."
お互い,おたがい,each other/mutually,"お互い助け合う。","Help each other."
交互,こうご,alternate/reciprocal,"交互に並ぶ。","Line up alternately."
交互に,こうごに,alternately,"交互に進む。","Advance alternately."
破る,やぶる,to tear/break (promise/rule),"約束を破る。","Break a promise."
破れる,やぶれる,to be torn/break,"紙が破れる。","Paper is torn."
破壊する,はかいする,to destroy,"建物を破壊する。","Destroy a building."
破産する,はさんする,to go bankrupt,"会社が破産する。","The company goes bankrupt."
片方,かたほう,one side/one of a pair,"片方だけ残る。","Only one side remains."
片道,かたみち,one way (trip),"片道切符。","One-way ticket."
片付け,かたづけ,tidying up/cleaning up,"部屋の片付け。","Tidying up the room."
破片,はへん,fragment/splinter,"ガラスの破片。","Glass fragment."
完全,かんぜん,perfect/complete,"完全に理解する。","Understand completely."
完成する,かんせいする,to complete/finish,"作品が完成する。","The work is completed."
傾く,かたむく,to lean/incline,"建物が傾く。","The building leans."
傾ける,かたむける,to lean/incline (something),"耳を傾ける。","Lend an ear."
傾向,けいこう,tendency/trend,"最近の傾向。","Recent trend."
損なう,そこなう,to harm/damage,"健康を損なう。","Harm one's health."
損ねる,そこねる,to injure/damage,"機嫌を損ねる。","Offend someone's mood."
損,そん,loss/disadvantage,"損をする。","Suffer a loss."
損失,そんしつ,loss (financial),"大きな損失。","A large loss."
領収書,りょうしゅうしょ,receipt,"領収書をもらう。","Get a receipt."
領土,りょうど,territory/dominion,"領土問題。","Territorial issue."
収まる,おさまる,to be settled/contained,"問題が収まる。","The problem is settled."
収める,おさめる,to obtain/store/pay,"成果を収める。","Achieve results."
収入,しゅうにゅう,income/revenue,"安定した収入。","Stable income."
年収,ねんしゅう,annual income,"年収が高い。","Annual income is high."
終了する,しゅうりょうする,to end/finish,"会議が終了する。","The meeting ends."
了解する,りょうかいする,to understand/acknowledge,"了解しました。","I understood/acknowledged."
洗濯する,せんたくする,to wash (clothes),"洗濯物を干す。","Dry the laundry."
洗濯する,せんたくする,to wash (clothes),"洗濯機。","Washing machine."
掃く,はく,to sweep,"床を掃く。","Sweep the floor."
掃除する,そうじする,to clean,"掃除機。","Vacuum cleaner."
家賃,やちん,rent (house),"家賃を払う。","Pay the rent."
賃貸,ちんたい,lease/renting,"賃貸マンション。","Rental apartment."
運賃,うんちん,fare/freight rate,"電車の運賃。","Train fare."
築く,きずく,to build/construct/establish,"信頼関係を築く。","Build a relationship of trust."
建築する,けんちくする,to build/construct,"建物を建築する。","Construct a building."
徒歩,とほ,on foot,"徒歩で移動する。","Travel on foot."
生徒,せいと,student/pupil,"高校生。","High school student."
畳,たたみ,tatami mat,"畳の部屋。","Tatami room."
畳む,たたむ,to fold,"洗濯物を畳む。","Fold the laundry."
六畳,ろくじょう,six tatami mats (size),"六畳の部屋。","Six-tatami-mat room."
床,ゆか,floor,"床に座る。","Sit on the floor."
床屋,とこや,barber shop,"床屋に行く。","Go to the barber shop."
起床する,きしょうする,to wake up/get out of bed,"毎朝6時に起床する。","Wake up at 6 every morning."
壁,かべ,wall,"壁に絵をかける。","Hang a picture on the wall."
柱,はしら,pillar/post,"家の柱。","Pillar of the house."
電柱,でんちゅう,utility pole,"電柱にぶつかる。","Hit a utility pole."
窓,まど,window,"窓を開ける。","Open the window."
窓口,まどぐち,ticket window/counter,"銀行の窓口。","Bank counter."
中央,ちゅうおう,center/middle,"中央広場。","Central plaza."
隅,すみ,corner/nook,"部屋の隅。","Corner of the room."
片隅,かたすみ,corner/nook,"教室の片隅。","Corner of the classroom."
/
故に,ゆえに,therefore/consequently (formal),"故に、結論を出す。","Therefore, draw a conclusion."
事故,じこ,accident,"交通事故。","Traffic accident."
故郷,こきょう,hometown/birthplace,"故郷に帰る。","Return to hometown."
省みる,かえりみる,to reflect/look back,"過去を省みる。","Reflect on the past."
省く,はぶく,to omit/eliminate,"無駄を省く。","Eliminate waste."
反省する,はんせいする,to reflect/regret,"反省の色を示す。","Show signs of regret."
省略する,しょうりゃくする,to omit/abbreviate,"一部を省略する。","Omit a part."
警察官,けいさつかん,police officer,"警察官になる。","Become a police officer."
長官,ちょうかん,chief/director/secretary,"長官に報告する。","Report to the director."
憎み,にくしみ,hatred/enmity,"憎しみを抱く。","Hold hatred."
憎しみ,にくしみ,hatred/enmity,"憎しみを乗り越える。","Overcome hatred."
憎悪する,ぞうおする,to hate/detest,"憎悪の念。","Feeling of hatred."
戦う,たたかう,to fight/battle,"敵と戦う。","Fight the enemy."
戦い,たたかい,battle/fight,"激しい戦い。","Fierce battle."
戦争する,せんそうする,to wage war,"戦争が起こる。","War breaks out."
愛する,あいする,to love,"家族を愛する。","Love one's family."
恋愛,れんあい,romantic love,"恋愛関係。","Romantic relationship."
勇ましい,いさましい,brave/courageous,"勇ましい姿。","Brave appearance."
勇気,ゆうき,courage/bravery,"勇気を出す。","Mustering up courage."
研ぐ,とぐ,to sharpen/polish,"包丁を研ぐ。","Sharpen a kitchen knife."
研究する,けんきゅうする,to research/study,"新しい分野を研究する。","Research a new field."
究める,きわめる,to master/pursue to the extreme,"真理を究める。","Pursue the truth to the extreme."
指輪,ゆびわ,ring,"指輪をはめる。","Wear a ring."
車輪,しゃりん,wheel,"車の車輪。","Car wheel."
想像する,そうぞうする,to imagine,"未来を想像する。","Imagine the future."
画像,がぞう,image/picture,"写真画像。","Photographic image."
映像,えいぞう,video/image (on screen),"テレビの映像。","TV image."
複雑,ふくざつ,complex/complicated,"複雑な問題。","A complicated problem."
複数,ふくすう,plural/multiple,"複数の意見。","Multiple opinions."
混雑,こんざつ,crowd/congestion,"駅の混雑。","Station congestion."
雑誌,ざっし,magazine,"週刊誌。","Weekly magazine."
構う,かまう,to mind/care about/interfere,"気に構わない。","Don't mind it."
構造,こうぞう,structure/construction,"建物の構造。","Building structure."
構成,こうせい,composition/organization,"グループの構成。","Group composition."
結構,けっこう,splendid/enough/quite,"結構です。","No, thank you/That's fine."
造る,つくる,to make/build/create,"家を造る。","Build a house."
木造,もくぞう,wooden construction,"木造建築。","Wooden architecture."
造船,ぞうせん,shipbuilding,"造船業。","Shipbuilding industry."
文章,ぶんしょう,sentence/writing,"長い文章。","A long sentence."
条件,じょうけん,condition/term,"採用条件。","Employment condition."
皆勤賞,かいきんしょう,perfect attendance prize,"皆勤賞をもらう。","Receive a perfect attendance prize."
賞金,しょうきん,prize money,"賞金を獲得する。","Win prize money."
務める,つとめる,to serve/work for,"社長を務める。","Serve as president."
努力する,どりょくする,to make an effort,"努力が実を結ぶ。","Effort bears fruit."
宇宙,うちゅう,universe/space,"宇宙旅行。","Space travel."
悩む,なやむ,to worry/be troubled,"進路に悩む。","Worry about one's career path."
宙返りする,ちゅうがえりする,to somersault,"宙返りを決める。","Perform a somersault."
苦悩する,くのうする,to be distressed/suffer,"苦悩に満ちた日々。","Days full of suffering."
幸福,こうふく,happiness/bliss,"幸福な人生。","A happy life."
福祉,ふくし,welfare/well-being,"社会福祉。","Social welfare."
恋,こい,love (romantic attraction),"初恋。","First love."
恋しい,こいしい,miss (someone/something),"故郷が恋しい。","I miss my hometown."
恋愛する,れんあいする,to love (romantically),"恋愛小説。","Romance novel."
善い,よい,good/nice,"善い行い。","Good deed."
改善する,かいぜんする,to improve/better,"生活を改善する。","Improve one's lifestyle."
善悪,ぜんあく,good and evil,"善悪の判断。","Judgment of good and evil."
医者,いしゃ,doctor/physician,"医者にかかる。","See a doctor."
医師,いし,doctor/physician,"経験豊富な医師。","Experienced physician."
医学,いがく,medical science,"医学の進歩。","Progress in medical science."
医療,いりょう,medical care,"医療費。","Medical expenses."
治療する,ちりょうする,to treat (illness),"病気を治療する。","Treat an illness."
髪,かみ,hair,"髪を切る。","Cut one's hair."
頭髪,とうはつ,hair (on head),"頭髪検査。","Hair check."
髪の毛,かみのけ,hair,"髪の毛が長い。","Hair is long."
毛布,もうふ,blanket,"毛布をかける。","Cover with a blanket."
鼻,はな,nose,"鼻が高い。","Have a prominent nose."
耳鼻科,じびか,otolaryngology/ENT,"耳鼻科に行く。","Go to the ENT doctor."
歯医者,はいしゃ,dentist,"歯医者に行く。","Go to the dentist."
歯科,しか,dentistry/dental clinic,"歯科医院。","Dental clinic."
骨,ほね,bone,"骨折する。","Break a bone."
骨折する,こっせつする,to break a bone,"腕を骨折する。","Break one's arm."
骨董品,こっとうひん,antique,"骨董品を集める。","Collect antiques."
腕,うで,arm/skill,"腕を組む。","Fold one's arms."
腕力,わんりょく,physical strength,"腕力に頼る。","Rely on physical strength."
胸,むね,chest/breast,"胸を張る。","Throw out one's chest."
胸騒ぎ,むなさわぎ,uneasiness/premonition,"胸騒ぎがする。","Have a premonition."
胸囲,きょうい,chest measurement,"胸囲を測る。","Measure chest circumference."
度胸,どきょう,courage/guts,"度胸がある。","Have guts."
胃腸,いちょう,stomach and intestines,"胃腸が弱い。","Have a weak stomach."
胃痛,いつう,stomachache,"胃痛がする。","Have a stomachache."
腰,こし,waist/lower back,"腰をかがめる。","Bend at the waist."
腰痛,ようつう,lumbago/lower back pain,"腰痛持ち。","Suffer from lower back pain."
皮膚,ひふ,skin,"皮膚科。","Dermatology."
涙,なみだ,tear,"涙を流す。","Shed tears."
涙ぐみ,なみだぐみ,teary-eyed,"涙ぐむ。","Be teary-eyed."
涙腺,るいせん,tear gland,"涙腺が緩む。","Tear glands loosen up (get emotional)."
汗,あせ,sweat,"汗をかく。","Sweat."
汗ばむ,あせばむ,to be sweaty/moist with sweat,"額が汗ばむ。","Forehead is moist with sweat."
発汗する,はっかんする,to sweat,"運動で発汗する。","Sweat from exercise."
血液,けつえき,blood,"血液検査。","Blood test."
液体,えきたい,liquid/fluid,"透明な液体。","A transparent liquid."
銅像,どうぞう,bronze statue,"偉人の銅像。","Bronze statue of a great person."
符号,ふごう,sign/code,"符号をつける。","Add a sign/code."
切符,きっぷ,ticket,"切符を買う。","Buy a ticket."
/
百貨店,ひゃっかてん,department store,"百貨店で買い物をする。","Shop at a department store."
通貨,つうか,currency,"外国通貨。","Foreign currency."
販売する,はんばいする,to sell/market,"商品を販売する。","Sell products."
詰まる,つまる,to be blocked/clogged,"道が詰まる。","The road is blocked."
缶詰,かんづめ,canned food,"魚の缶詰。","Canned fish."
詰問する,きつもんする,to question closely/press,"真実を詰問する。","Press for the truth."
民,たみ,people/nation,"国民の民意。","Will of the people."
国民,こくみん,citizen/national,"国民の義務。","Citizen's duty."
住民票,じゅうみんひょう,resident registration,"住民票を移す。","Transfer resident registration."
発展する,はってんする,to develop/expand,"経済が発展する。","The economy develops."
展覧会,てんらんかい,exhibition/display,"絵画の展覧会。","Painting exhibition."
競う,きそう,to compete/contend,"速さを競う。","Compete on speed."
競る,せる,to compete/bid,"オークションで競る。","Bid at an auction."
競争する,きょうそうする,to compete/race,"競争が激しい。","Competition is fierce."
競技,きょうぎ,game/match/competition,"スポーツ競技。","Sports competition."
競馬,けいば,horse racing,"競馬場。","Horse race track."
争う,あらそう,to quarrel/contend,"意見を争う。","Contend opinions."
紛争,ふんそう,dispute/conflict,"領土紛争。","Territorial dispute."
経る,へる,to pass (time)/go through (process),"数年経る。","A few years pass."
経済,けいざい,economy,"経済成長。","Economic growth."
経由する,けいゆする,to go via/pass through,"東京経由で大阪に行く。","Go to Osaka via Tokyo."
お経,おきょう,sutra (Buddhist scripture),"お経を読む。","Read a sutra."
済む,すむ,to finish/be completed,"仕事が済む。","The work is finished."
済ませる,すませる,to finish/complete,"食事を済ませる。","Finish a meal."
返済する,へんさいする,to repay/reimburse,"借金を返済する。","Repay a debt."
協力する,きょうりょくする,to cooperate,"皆で協力する。","Cooperate together."
協議する,きょうぎする,to consult/discuss,"問題について協議する。","Discuss the problem."
貿易,ぼうえき,trade,"貿易協定。","Trade agreement."
給料,きゅうりょう,salary/wages,"給料が上がる。","Salary increases."
月給,げっきゅう,monthly salary,"月給をもらう。","Receive monthly salary."
求める,もとめる,to seek/request/ask for,"助けを求める。","Ask for help."
求人,きゅうじん,job offer/recruitment,"求人広告。","Job advertisement."
要求する,ようきゅうする,to demand/request,"要求に応じる。","Respond to a request."
募る,つのる,to solicit/recruit/grow strong,"寄付を募る。","Solicit donations."
募集する,ぼしゅうする,to recruit/collect,"参加者を募集する。","Recruit participants."
途中,とちゅう,on the way/midway,"途中でやめる。","Stop midway."
中途採用,ちゅうとさいよう,mid-career hiring,"中途採用で入社する。","Join the company through mid-career hiring."
週刊誌,しゅうかんし,weekly magazine,"週刊誌を読む。","Read a weekly magazine."
雑誌,ざっし,magazine,"雑誌の付録。","Magazine supplement."
著す,あらわす,to write/publish,"本を著す。","Write a book."
著者,ちょしゃ,author/writer,"本の著者。","Author of the book."
出版する,しゅっぱんする,to publish,"本を出版する。","Publish a book."
編集する,へんしゅうする,to edit/compile,"記事を編集する。","Edit an article."
編む,あむ,to knit/weave/compile,"セーターを編む。","Knit a sweater."
編み物,あみもの,knitting/knitwear,"編み物が趣味。","Knitting is a hobby."
短編小説,たんぺんしょうせつ,short story,"短編小説を読む。","Read a short story."
操る,あやつる,to manipulate/handle,"機械を操る。","Operate a machine."
操作する,そうさする,to operate/handle,"パソコンを操作する。","Operate a computer."
体操する,たいそうする,to exercise/do gymnastics,"ラジオ体操。","Radio calisthenics."
換える,かえる,to exchange/substitute,"お金を換える。","Exchange money."
変換する,へんかんする,to convert/change,"データを変換する。","Convert data."
交換する,こうかんする,to exchange/replace,"意見を交換する。","Exchange opinions."
換気する,かんきする,to ventilate,"部屋を換気する。","Ventilate the room."
管,くだ,pipe/tube,"水道の管。","Water pipe."
管理する,かんりする,to manage/supervise,"建物を管理する。","Manage a building."
血管,けっかん,blood vessel,"血管が詰まる。","Blood vessel is blocked."
水道管,すいどうかん,water pipe,"水道管の工事。","Water pipe construction."
処理する,しょりする,to process/handle,"データを処理する。","Process data."
処分する,しょぶんする,to dispose of/deal with,"ゴミを処分する。","Dispose of trash."
拡大する,かくだいする,to expand/magnify,"写真を拡大する。","Enlarge a photo."
刷る,する,to print,"ポスターを刷る。","Print a poster."
印刷する,いんさつする,to print,"書類を印刷する。","Print documents."
翌日,よくじつ,next day,"翌日に出発する。","Depart the next day."
農業,のうぎょう,agriculture/farming,"農業に従事する。","Engage in agriculture."
酪農,らくのう,dairy farming,"酪農を営む。","Run a dairy farm."
漁業,ぎょぎょう,fishing industry,"漁業が盛んだ。","The fishing industry is thriving."
漁港,ぎょこう,fishing port,"小さな漁港。","A small fishing port."
漁船,ぎょせん,fishing boat,"漁船に乗る。","Ride a fishing boat."
畜産業,ちくさんぎょう,livestock farming,"畜産業を学ぶ。","Study livestock farming."
鉱業,こうぎょう,mining industry,"鉱業が衰退する。","The mining industry declines."
鉱山,こうざん,mine,"金鉱山。","Gold mine."
政,まつりごと,politics/government (archaic/formal),"国の政。","The nation's government."
政治,せいじ,politics/government,"政治に参加する。","Participate in politics."
政府,せいふ,government,"日本政府。","Japanese government."
権利,けんり,right/privilege,"人権。","Human rights."
選挙権,せんきょけん,right to vote,"選挙権を行使する。","Exercise the right to vote."
政党,せいとう,political party,"与党。","Ruling party."
大臣,だいじん,minister/cabinet member,"外務大臣。","Minister of Foreign Affairs."
都庁,とちょう,Tokyo Metropolitan Government office,"都庁に行く。","Go to the Tokyo Metropolitan Government office."
委ねる,ゆだねる,to entrust/commit,"全てを運命に委ねる。","Entrust everything to fate."
委員,いいん,committee member,"委員長。","Committee chairman."
全員,ぜんいん,everyone/all members,"全員出席。","Everyone is present."
社員,しゃいん,company employee,"会社の社員。","Company employee."
会社員,かいしゃいん,company employee,"会社員として働く。","Work as a company employee."
補う,おぎなう,to compensate/supplement,"不足を補う。","Supplement the shortage."
補佐する,ほさする,to assist/aid,"社長を補佐する。","Assist the president."
補欠,ほけつ,substitute/alternate,"補欠選手。","Substitute player."
零点,れいてん,zero points,"試験で零点を取る。","Get zero points on the exam."
/
荒らす,あらす,to lay waste/devastate,"部屋を荒らす。","Mess up the room."
荒い,あらい,rough/rude,"言葉遣いが荒い。","Rough language."
荒野,こうや,wilderness/wasteland,"荒野をさまよう。","Wander in the wilderness."
打つ,うつ,to hit/strike,"ボールを打つ。","Hit the ball."
打ち身,うちみ,bruise/contusion,"打ち身ができる。","Get a bruise."
打者,だしゃ,batter (baseball),"優秀な打者。","Excellent batter."
畑,はたけ,field (vegetable/crop),"畑を耕す。","Cultivate a field."
恵み,めぐみ,blessing/grace,"自然の恵み。","Blessings of nature."
恵まれる,めぐまれる,to be blessed with,"才能に恵まれる。","Be blessed with talent."
恩恵,おんけい,favor/blessing/benefit,"恩恵を受ける。","Receive a benefit."
知恵,ちえ,wisdom/intelligence,"知恵を出す。","Come up with an idea."
厚い,あつい,thick/deep/warm (feeling),"厚い本。","A thick book."
厚着,あつぎ,thick clothing,"厚着をする。","Wear thick clothes."
温厚,おんこう,gentle/mild-mannered,"温厚な性格。","Gentle personality."
耕す,たがやす,to cultivate/till,"田畑を耕す。","Cultivate fields."
耕作する,こうさくする,to cultivate/farm,"土地を耕作する。","Farm the land."
埋まる,うまる,to be buried/filled,"穴が埋まる。","The hole is filled."
埋める,うめる,to bury/fill (a hole),"穴を埋める。","Fill a hole."
埋葬する,まいそうする,to bury (the dead),"遺体を埋葬する。","Bury a body."
沈む,しずむ,to sink/submerge,"夕日が沈む。","The setting sun sinks."
沈める,しずめる,to sink/submerge (something),"船を沈める。","Sink a ship."
沈黙する,ちんもくする,to be silent,"沈黙を破る。","Break the silence."
沈没する,ちんぼつする,to sink (ship),"船が沈没する。","The ship sinks."
事件,じけん,incident/case,"殺人事件。","Murder case."
要件,ようけん,requirement/requisite,"要件を満たす。","Meet the requirements."
暴れる,あばれる,to act violently/rage,"酔って暴れる。","Rage when drunk."
暴力,ぼうりょく,violence,"家庭内暴力。","Domestic violence."
暴風雨,ぼうふうう,storm/wind and rain,"暴風雨警報。","Storm warning."
殺す,ころす,to kill,"虫を殺す。","Kill an insect."
殺人,さつじん,murder,"殺人事件。","Murder case."
殺到する,さっとうする,to rush/flood (with people),"注文が殺到する。","Orders flood in."
毒,どく,poison/venom,"毒を飲む。","Drink poison."
毒薬,どくやく,poisonous medicine,"毒薬を使う。","Use poisonous medicine."
消毒,しょうどく,disinfection/sterilization,"手を消毒する。","Disinfect hands."
爆発する,ばくはつする,to explode,"爆弾が爆発する。","A bomb explodes."
犯す,おかす,to commit (a crime)/violate,"罪を犯す。","Commit a crime."
犯人,はんにん,criminal/offender,"犯人を捕まえる。","Catch the criminal."
罪,つみ,crime/sin,"罪を償う。","Atoning for a crime."
犯罪,はんざい,crime,"少年犯罪。","Juvenile delinquency."
警察署,けいさつしょ,police station,"警察署に行く。","Go to the police station."
警官,けいかん,police officer,"交通警官。","Traffic police officer."
診察する,しんさつする,to examine (patient),"医者に診察してもらう。","Be examined by a doctor."
察する,さっする,to guess/sense/sympathize,"状況を察する。","Sense the situation."
消防署,しょうぼうしょ,fire station,"消防署に連絡する。","Contact the fire station."
署名する,しょめいする,to sign,"書類に署名する。","Sign a document."
追う,おう,to chase/pursue,"夢を追う。","Pursue a dream."
追求する,ついきゅうする,to pursue/seek,"真実を追求する。","Pursue the truth."
追加する,ついかする,to add/supplement,"注文を追加する。","Add to the order."
追試,ついし,make-up exam,"追試を受ける。","Take a make-up exam."
軍,ぐん,army/military,"軍隊に入る。","Join the army."
軍隊,ぐんたい,army/military forces,"軍隊を派遣する。","Dispatch troops."
兵,へい,soldier/troops,"兵士。","Soldier."
兵庫県,ひょうごけん,Hyogo Prefecture,"兵庫県出身。","From Hyogo Prefecture."
鋭い,するどい,sharp/keen,"鋭いナイフ。","A sharp knife."
鋭利,えいり,sharpness,"鋭利な刃物。","Sharp edge tool."
鈍い,にぶい,dull/slow/blunt,"鈍い痛み。","A dull pain."
鈍る,にぶる,to become dull/weaken,"勘が鈍る。","One's intuition becomes dull."
鈍感,どんかん,insensitivity/dullness,"鈍感な人。","An insensitive person."
旧正月,きゅうしょうがつ,Lunar New Year,"旧正月を祝う。","Celebrate Lunar New Year."
新旧,しんきゅう,new and old,"新旧交代。","Change from old to new."
復旧する,ふっきゅうする,to restore/reconstruct,"ライフラインが復旧する。","Lifelines are restored."
姓名,せいめい,full name,"姓名を記入する。","Fill in one's full name."
旧姓,きゅうせい,former name (maiden name),"旧姓で呼ばれる。","Be called by one's former name."
封筒,ふうとう,envelope,"封筒に入れる。","Put in an envelope."
筒,つつ,pipe/cylinder/tube,"竹筒。","Bamboo tube."
水筒,すいとう,water bottle/flask,"水筒を持っていく。","Take a water bottle."
絡む,からむ,to entangle/be involved with,"事件に絡む。","Be involved in an incident."
連絡,れんらく,contact/communication,"連絡を取る。","Make contact."
偉い,えらい,great/admirable/important,"偉い人。","An important person."
偉大,いだい,great/grand,"偉大な功績。","Great achievement."
賢い,かしこい,wise/clever,"賢い子供。","A clever child."
賢明,けんめい,wise/prudent,"賢明な判断。","Wise decision."
快い,こころよい,pleasant/agreeable,"快い音楽。","Pleasant music."
快晴,かいせい,fine weather/clear sky,"快晴の空。","Clear sky."





















