superior,superior,"优越的，上级的","This model is superior to the previous one.","这个型号优于前一个。"
self-evident,self-evident,"不言而喻的","It is a self-evident truth that all men are created equal.","人人生而平等是不言而喻的真理。"
marginal,marginal,"边缘的，微小的","The difference in price was marginal.","价格上的差异是微小的。"
dwelt,dwell,"居住（dwell的过去式）","He dwelt in a small cabin in the woods.","他住在树林里的一间小木屋里。"
subsisted,subsist,"生存，维持（subsist的过去式）","They subsisted on a diet of fish and berries.","他们靠吃鱼和浆果维持生计。"
scooping,scoop,"舀，挖","He was scooping ice cream into a bowl.","他正在往碗里舀冰淇淋。"
insects,insect,"昆虫","Bees and ants are insects.","蜜蜂和蚂蚁是昆虫。"
carrion,carrion,"腐肉","Vultures feed on carrion.","秃鹫以腐肉为食。"
carnivores,carnivore,"食肉动物","Lions and wolves are carnivores.","狮子和狼是食肉动物。"
crack,crack,"裂开","The egg cracked when he dropped it.","他掉落时鸡蛋裂开了。"
open,open,"打开","She opened the door.","她打开了门。"
bones,bone,"骨头","The human body has 206 bones.","人体有206块骨头。"
in order to,in order to,"为了","He studied hard in order to pass the exam.","他努力学习为了通过考试。"
get to,get to,"到达","We finally got to the top of the mountain.","我们终于到达了山顶。"
marrow,marrow,"骨髓","Bone marrow is a vital part of the body.","骨髓是身体至关重要的部分。"
niche,niche,"壁龛；利基","He found his niche in the art world.","他在艺术界找到了自己的位置。"
gira e,gira e,"长颈鹿","A gira e has a very long neck.","长颈鹿的脖子很长。"
hyenas,hyena,"鬣狗","Hyenas are known for their laugh-like vocalizations.","鬣狗以其像笑声一样的叫声而闻名。"
interfere,interfere,"干涉，妨碍","Don't interfere in their business.","不要干涉他们的事务。"
scavenge,scavenge,"清除，吃腐肉","Vultures scavenge for food.","秃鹫觅食腐肉。"
carcass,carcass,"尸体","The lion left the carcass for the hyenas.","狮子把尸体留给了鬣狗。"
cautiously,cautious,"小心地，谨慎地","He cautiously opened the door.","他小心翼翼地打开了门。"
edible,edible,"可食用的","The berries were edible.","这些浆果是可食用的。"
tissue,tissue,"组织","The human body is made of different types of tissue.","人体由不同类型的组织构成。"
solidly,solid,"坚固地","The foundation was built solidly.","地基建得很坚固。"
spectacular,spectacular,"壮观的，引人注目的","The fireworks display was spectacular.","烟花表演非常壮观。"
pyramid,pyramid,"金字塔","The Great Pyramid of Giza is an iconic structure.","吉萨大金字塔是一个标志性的建筑。"
checks,check,"检查，核对","He double-checked his work for any mistakes.","他仔细检查了他的工作，看有没有错误。"
wreaking,wreak,"造成，施加","The storm was wreaking havoc on the coastal town.","暴风雨正在对沿海城镇造成破坏。"
havoc,havoc,"大破坏，浩劫","The hurricane wreaked havoc on the coast.","飓风对海岸造成了浩劫。"
deadlier,deadly,"更致命的","The new virus is deadlier than the previous one.","这种新病毒比之前的更致命。"
gazelles,gazelle,"瞪羚","Gazelles are fast-running antelopes.","瞪羚是跑得很快的羚羊。"
ascended,ascend,"上升，攀登","He ascended the mountain peak.","他攀登上了山顶。"
majestic,majestic,"雄伟的，壮丽的","The majestic lion stood on the hill.","雄伟的狮子站在山丘上。"
contrast,contrast,"对比，对照","The contrast between the two paintings is striking.","这两幅画之间的对比非常醒目。"
dictator,dictator,"独裁者","The country was ruled by a dictator for decades.","这个国家被一个独裁者统治了几十年。"
underdogs,underdog,"弱者，失败者","The team of underdogs surprised everyone by winning the championship.","弱者团队赢得了冠军，令所有人惊讶。"
savannah,savannah,"稀树草原","The savannah is home to many wild animals.","稀树草原是许多野生动物的家园。"
anxieties,anxiety,"焦虑","He had a lot of anxieties about his future.","他对自己的未来有很多焦虑。"
calamities,calamity,"灾难","The country suffered from a series of calamities.","这个国家遭受了一系列灾难。"
ecological,ecological,"生态的","The ecological balance of the forest was disrupted.","森林的生态平衡被破坏了。"
catastrophes,catastrophe,"大灾难","The earthquake was a natural catastrophe.","地震是一场自然大灾难。"
over-hasty,over-hasty,"过于匆忙的","His over-hasty decision led to a big mistake.","他过于匆忙的决定导致了一个大错误。"
Race,Race,"种族；赛跑","The race for the presidency was very close.","总统之争非常激烈。"
domestication,domestication,"驯化","The domestication of the horse was a key event in human history.","马的驯化是人类历史上的一个关键事件。"
forefathers,forefather,"祖先","Our forefathers fought for our freedom.","我们的祖先为我们的自由而战。"
dependable,dependable,"可靠的","He is a very dependable person.","他是一个非常可靠的人。"
prowling,prowl,"潜行，徘徊","A lion was prowling in the dark.","一只狮子在黑暗中潜行。"
afterwards,afterwards,"之后，后来","We had dinner and went for a walk afterwards.","我们吃完晚饭，之后去散步了。"
barren,barren,"贫瘠的，不毛的","The barren land could not support any crops.","这片贫瘠的土地无法种植任何作物。"
thickets,thicket,"灌木丛","The birds hid in the thickets.","鸟儿藏在灌木丛中。"
grasslands,grassland,"草地，草原","The herd of wildebeest grazed on the grasslands.","角马群在草原上吃草。"
teeming,teem,"充满的，大量的","The river was teeming with fish.","河里充满了鱼。"
harvest,harvest,"收成，收获","The farmers celebrated a good harvest.","农民们庆祝丰收。"
charcoaled,charcoal,"炭化的","The charcoaled wood was used as fuel.","炭化的木头被用作燃料。"
tubers,tuber,"块茎","Potatoes and yams are tubers.","土豆和山药是块茎。"
wheat,wheat,"小麦","Wheat is a staple crop in many countries.","小麦在许多国家是主食作物。"
staples,staple,"主食","Rice is a staple in many Asian countries.","大米在许多亚洲国家是主食。"
biology,biology,"生物学","He is studying biology at the university.","他在大学学习生物学。"
germs,germ,"细菌","Germs can cause diseases.","细菌可以导致疾病。"
parasites,parasite,"寄生虫","Fleas are parasites that live on animals.","跳蚤是生活在动物身上的寄生虫。"
infested,infest,"被...侵扰","The house was infested with rats.","这所房子被老鼠侵扰。"
easier,easy,"更容易的","It is easier to learn a new language when you are young.","年轻时学习一门新语言更容易。"
favourites,favourite,"最喜欢的","Chocolate is my favourite food.","巧克力是我最喜欢的食物。"
insects,insect,"昆虫","The spider eats insects.","蜘蛛吃昆虫。"
carrion,carrion,"腐肉","Vultures eat carrion.","秃鹫吃腐肉。"
Whereas,Whereas,"然而，鉴于","He is tall, whereas his brother is short.","他很高，然而他哥哥很矮。"
devote,devote,"奉献，致力于","She devoted her life to helping others.","她把一生奉献给了帮助别人。"
intestines,intestine,"肠子","The intestines help in the digestion of food.","肠子有助于消化食物。"
scholars,scholar,"学者","The scholars are debating a new theory.","学者们正在辩论一个新理论。"
advent,advent,"到来，出现","The advent of the internet changed the world.","互联网的出现改变了世界。"
track,track,"追踪，轨道","We lost track of the car.","我们跟丢了那辆车。"
consumption,consumption,"消费，消耗","The consumption of fuel has increased.","燃料的消耗增加了。"
inadvertently,inadvertent,"无意地，不经意地","He inadvertently revealed the secret.","他无意中泄露了秘密。"
jumbo,jumbo,"巨大的","The airline used a jumbo jet for the flight.","这家航空公司用一架巨型飞机执行这次航班。"
gulf,gulf,"海湾，巨大的鸿沟","The two countries are separated by a wide gulf of culture.","这两个国家被巨大的文化鸿沟分隔开来。"
breadth,breadth,"宽度，广度","The breadth of his knowledge is impressive.","他知识的广度令人印象深刻。"
harness,harness,"利用","Scientists are trying to harness the power of the sun.","科学家们正试图利用太阳的力量。"
constrained,constrain,"受约束的，受限制的","His creativity was constrained by the strict rules.","他的创造力受到严格规则的限制。"
Eagles,eagle,"鹰","Eagles are large birds of prey.","鹰是大型猛禽。"
thermal,thermal,"热的，热量的","The thermal energy from the sun is immense.","来自太阳的热能是巨大的。"
columns,column,"柱子","The temple was supported by ancient stone columns.","这座神庙由古老的石柱支撑。"
obedient,obedient,"顺从的，听话的","The dog is very obedient.","这只狗非常听话。"
ignite,ignite,"点燃，激起","He ignited the fire with a match.","他用一根火柴点燃了火。"
exploit,exploit,"利用，开发","The company exploited the workers by paying them very low wages.","这家公司通过支付非常低的工资来剥削工人。"
form,form,"形式，形状","The water can exist in liquid, solid, and gas form.","水可以以液体、固体和气体形式存在。"
stick,stick,"棍子","He used a stick to poke the fire.","他用一根棍子拨弄火。"
Keepers,Keeper,"看守人","The zookeepers feed the animals every day.","动物园的看守人每天喂动物。"
marginal,marginal,"边缘的，微不足道的","The difference in price was marginal.","价格上的差异微不足道。"
occasional,occasional,"偶尔的，间或的","We have occasional meetings.","我们偶尔开会。"
Indonesian,Indonesian,"印度尼西亚的","The Indonesian government issued a new policy.","印度尼西亚政府发布了一项新政策。"
archipelago,archipelago,"群岛","Indonesia is the world's largest archipelago.","印度尼西亚是世界上最大的群岛。"
Iberian peninsula,Iberian peninsula,"伊比利亚半岛","The Iberian peninsula is located in the southwest of Europe.","伊比利亚半岛位于欧洲西南部。"
mere,mere,"仅仅，只不过","It was a mere blip in the company's history.","这在公司的历史中仅仅是一个小插曲。"
blip,blip,"短促的尖声；小插曲","The computer screen showed a blip.","电脑屏幕上显示了一个短促的尖声。"
ecological,ecological,"生态的","The ecological balance of the area is very fragile.","这个地区的生态平衡非常脆弱。"
radar,radar,"雷达","The radar detected an unidentified object.","雷达探测到一个不明物体。"
minding,mind,"介意，注意","He was minding his own business.","他在忙自己的事情。"
classi ed,classi ed,"分类的，机密的","The documents were classified as top secret.","这些文件被归为最高机密。"
morgue,morgue,"停尸房","The body was taken to the morgue.","尸体被送到了停尸房。"
pathologist,pathologist,"病理学家","The pathologist examined the tissue sample.","病理学家检查了组织样本。"
peculiar,peculiar,"独特的，奇怪的","He has a peculiar sense of humor.","他有一种独特的幽默感。"
whereas,whereas,"然而，但是","She is very tall, whereas her sister is quite short.","她很高，然而她的妹妹相当矮。"
overran,overrun,"泛滥，侵占","The weeds overran the garden.","杂草侵占了花园。"
Eurasian,Eurasian,"欧亚大陆的","The Eurasian landmass is the largest on Earth.","欧亚大陆是地球上最大的陆块。"
landmass,landmass,"陆块","The continent is a huge landmass.","这个大陆是一块巨大的陆块。"
landed,land,"着陆，降落","The plane landed safely.","飞机安全着陆。"
Interbreeding Theory,Interbreeding Theory,"杂交理论","The Interbreeding Theory suggests that different human species interbred.","杂交理论表明不同的人类物种之间存在杂交。"
mingling,mingle,"混合，交往","The guests were mingling in the garden.","客人们在花园里交往。"
bred,breed,"繁殖，养育","The farmer bred horses for racing.","农民养马是为了赛马。"
outcome,outcome,"结果","The outcome of the match was a draw.","比赛的结果是平局。"
interbreeding,interbreed,"杂交","Interbreeding between different species can produce hybrids.","不同物种之间的杂交可以产生杂交种。"
in rm,in rm,"体弱多病的","He was in rm and could not walk.","他体弱多病，不能行走。"
handicaps,handicap,"残疾，障碍","He overcame his physical handicaps to become a successful athlete.","他克服了自己的身体残疾，成为一名成功的运动员。"
caricatures,caricature,"漫画，夸张的描绘","The artist drew caricatures of the politicians.","艺术家画了那些政治家的漫画。"
archetypical,archetypical,"原型的，典型的","The hero is an archetypical character.","这个英雄是一个原型人物。"
Eurasians,Eurasian,"欧亚人","The Eurasian population is a diverse mix of people.","欧亚人是多样化的人口混合体。"
Erectus,Erectus,"直立人（Homo erectus）","Homo erectus was an early human species.","直立人是一种早期人类物种。"
incompatibility,incompatibility,"不相容，不协调","Their incompatibility led to their divorce.","他们的不相容导致了他们的离婚。"
revulsion,revulsion,"厌恶，憎恶","He felt revulsion at the sight of the dead animal.","他看到死去的动物时感到厌恶。"
genocide,genocide,"种族灭绝","The genocide was a horrific crime against humanity.","种族灭绝是针对人类的可怕罪行。"
anatomies,anatomy,"解剖学，身体结构","The doctor studied human anatomies.","医生研究人类的解剖学。"
odours,odour,"气味","The odours of the kitchen filled the house.","厨房的气味弥漫了整个房子。"
fertile,fertile,"肥沃的，能生育的","The fertile soil is perfect for farming.","这片肥沃的土地非常适合耕种。"
gulf,gulf,"海湾，鸿沟","There is a huge gulf between the rich and the poor.","贫富之间存在巨大的鸿沟。"
separating,separate,"分离","The wall is separating the two gardens.","这堵墙将两个花园分开了。"
unbridgeable,unbridgeable,"无法跨越的","There was an unbridgeable gap between their cultures.","他们的文化之间存在一道无法跨越的鸿沟。"
distinct,distinct,"独特的，截然不同的","The two flavors are quite distinct.","这两种味道截然不同。"
died out,die out,"灭绝，消失","The dinosaurs died out millions of years ago.","恐龙在数百万年前灭绝了。"
lineages,lineage,"血统，世系","He comes from a long lineage of doctors.","他来自一个悠久的医生世家。"
exclusively,exclusive,"独有地，排他地","This service is available exclusively to members.","这项服务仅供会员独享。"
hinges,hinge,"铰链；取决于","The success of the plan hinges on his cooperation.","这个计划的成功取决于他的合作。"
debate,debate,"辩论","There was a heated debate about the new law.","关于新法律有一场激烈的辩论。"
roughly,rough,"粗略地，大约","The job will take roughly two weeks.","这项工作大约需要两周时间。"
baggage,baggage,"行李，包袱","She left her emotional baggage behind and moved on.","她抛下情感包袱，继续前行。"
racial,racial,"种族的","Racial discrimination is a serious problem.","种族歧视是一个严重的问题。"
hundreds,hundred,"数百，几百","There were hundreds of people at the concert.","音乐会上有数百人。"
political,political,"政治的","He has a strong interest in political matters.","他对政治事务有浓厚的兴趣。"
politically,political,"政治上","The decision was politically motivated.","这个决定在政治上是有动机的。"
stunned,stun,"震惊的，目瞪口呆的","She was stunned by the sudden news.","她被这个突如其来的消息震惊了。"
scientific,scientific,"科学的","The discovery was a major scientific breakthrough.","这项发现是一个重大的科学突破。"
valid,valid,"有效的，有根据的","Your argument is valid and well-reasoned.","你的论点是有效且有充分理由的。"
reinforce,reinforce,"加强，强化","The soldiers reinforced their defenses.","士兵们加强了他们的防御。"
conclusions,conclusion,"结论","The research findings led to some interesting conclusions.","研究结果得出了一些有趣的结论。"
genome,genome,"基因组","The human genome project was a monumental achievement.","人类基因组计划是一项巨大的成就。"
fertile,fertile,"肥沃的，能生育的","She is a fertile mother of four children.","她是一位生育了四个孩子的母亲。"
intercourse,intercourse,"性交；交流","They engaged in intellectual intercourse during the conference.","他们在会议期间进行了思想交流。"
relatedness,relatedness,"关联性","There is a relatedness between the two concepts.","这两个概念之间存在关联性。"
Denisovans,Denisovan,"丹尼索瓦人","The Denisovans were an extinct species of archaic humans.","丹尼索瓦人是一种已灭绝的古老人类物种。"
bulldogs,bulldog,"斗牛犬","Bulldogs are known for their stubbornness.","斗牛犬以其固执而闻名。"
reality,reality,"现实","The reality of the situation was much different from what we had imagined.","情况的现实与我们想象的截然不同。"
spaniels,spaniel,"西班牙猎犬","Spaniels are a type of dog with long, floppy ears.","西班牙猎犬是一种耳朵长而下垂的狗。"
on rare occasions,on rare occasion,"在极少数情况下","He only drinks alcohol on rare occasions.","他只在极少数情况下喝酒。"
mutation,mutation,"突变","A genetic mutation can cause a change in an organism's DNA.","基因突变可以导致生物体DNA的改变。"
borderline,borderline,"边缘的，临界的","He has a borderline personality disorder.","他有边缘型人格障碍。"
traits,trait,"特征","He has many admirable traits.","他有许多令人钦佩的特征。"
cognitive,cognitive,"认知的","Cognitive abilities include memory and problem-solving.","认知能力包括记忆和解决问题。"
hitch,hitch,"障碍，故障","There was a hitch in the plan.","计划中出现了一个小故障。"
unsettling,unsettle,"令人不安的","The strange silence was unsettling.","这种奇怪的寂静令人不安。"
speculative,speculative,"推测的，投机的","The article was full of speculative claims.","这篇文章充满了推测性的说法。"
fair,fair,"公平的，公正的；肤色白皙的","The judge made a fair decision.","法官做出了公正的决定。"
drove,drive,"驱使，驾驶","Ambition drove him to succeed.","雄心驱使他走向成功。"
superior social skills,superior social skill,"卓越的社交技能","He has superior social skills that make him popular.","他拥有卓越的社交技能，这使他很受欢迎。"
dwindled,dwindle,"减少，缩小","The number of visitors dwindled after the summer.","夏天过后，游客数量减少了。"
competition,competition,"竞争","The company faces stiff competition from its rivals.","这家公司面临来自其竞争对手的激烈竞争。"
ared up,are up,"爆发，加剧","The argument flared up unexpectedly.","争吵意外地爆发了。"
genocide,genocide,"种族灭绝","The genocide was a horrific crime against humanity.","种族灭绝是针对人类的可怕罪行。"
Tolerance,Tolerance,"容忍，宽容","Tolerance is a key virtue in a diverse society.","在多元化社会中，宽容是一种关键的美德。"
trademark,trademark,"商标，标志；特有的","The company's logo is a registered trademark.","公司的标志是一个注册商标。"
tolerant,tolerant,"宽容的，容忍的","He is tolerant of other people's opinions.","他能容忍别人的意见。"
ethnic-cleansing,ethnic-cleansing,"种族清洗","The government was accused of ethnic-cleansing.","政府被指控进行种族清洗。"
religious,religious,"宗教的","He has strong religious beliefs.","他有强烈的宗教信仰。"
faiths,faith,"信仰（复数）","The country is home to many different faiths.","这个国家是多种不同信仰的家园。"
unfolded,unfold,"展开，揭示","The story unfolded gradually.","故事逐渐展开。"
righteous,righteous,"正义的，公正的","He fought a righteous battle against injustice.","他为反对不公正而进行了一场正义的战斗。"
legions,legion,"军团，大批","Legions of fans waited outside the stadium.","大批粉丝在体育场外等候。"
sprawling,sprawl,"蔓延的， sprawling","The sprawling city stretches for miles.","这座蔓延的城市绵延数英里。"
imperial,imperial,"帝国的，帝王的","The imperial palace was a sight to behold.","帝国宫殿是一道值得一看的风景。"
urged,urge,"敦促，力劝","He urged me to accept the job offer.","他敦促我接受这份工作。"
unite,unite,"联合，统一","The nations decided to unite against the common enemy.","各国决定联合起来对抗共同的敌人。"
accustomed,accustom,"习惯于","I am accustomed to waking up early.","我习惯早起。"
epitome,epitome,"缩影，典范","He is the epitome of a modern gentleman.","他是现代绅士的缩影。"
chasm,chasm,"深渊，裂口","There was a chasm between their beliefs.","他们的信仰之间存在一道鸿沟。"
indicated,indicate,"表明，指示","The sign indicated the way to the station.","路标指示通往车站的方向。"
outraged,outrage,"愤怒的，愤慨的","The public was outraged by the scandal.","公众对这一丑闻感到愤慨。"
wiped out,wipe out,"消灭，清除","The disease wiped out the entire village.","这种疾病消灭了整个村庄。"
tolerate,tolerate,"容忍，忍受","I cannot tolerate such rude behavior.","我无法容忍这种粗鲁的行为。"
blame,blame,"责备，归咎","He blamed me for the mistake.","他责备我犯了错误。"
thereafter,thereafter,"此后，之后","He resigned from his job, and thereafter, he started his own business.","他辞掉了工作，此后开始了自己的生意。"
Flores Island,Flores Island,"弗洛雷斯岛","Flores Island is known for its unique culture and nature.","弗洛雷斯岛以其独特的文化和自然而闻名。"
settle,settle,"定居","The pioneers settled in the new land.","拓荒者在新土地上定居。"
ecologically,ecological,"生态上","The area is ecologically fragile.","这个地区在生态上很脆弱。"
onslaught,onslaught,"猛攻，突袭","The army prepared for the enemy's onslaught.","军队准备好迎接敌人的猛攻。"
overrun,overrun,"泛滥，侵占","The garden was overrun with weeds.","杂草侵占了花园。"
millennia,millennium,"千年","The ancient city has existed for millennia.","这座古城已经存在了数千年。"
archaic,archaic,"古老的","The archaic laws were no longer in use.","古老的法律已经不再使用。"
particularly,particular,"尤其，特别","He is particularly good at math.","他尤其擅长数学。"
Levant,Levant,"黎凡特","The Levant is a historical geographical term.","黎凡特是一个历史地理术语。"
territory,territory,"领土，领域","The country's territory extends to the sea.","这个国家的领土延伸到大海。"
secure,secure,"安全的，牢固的；保护","The fence will secure the garden from intruders.","篱笆将保护花园免受入侵者的侵害。"
rm,firm,"坚定的","He stood rm in his beliefs.","他坚守自己的信仰。"
natives,native,"本地人，原住民","The natives of the island welcomed the visitors.","岛上的本地人欢迎游客。"
inclement,inclement,"恶劣的（天气）","The inclement weather forced us to stay indoors.","恶劣的天气迫使我们待在室内。"
parasites,parasite,"寄生虫","Fleas and ticks are parasites.","跳蚤和蜱是寄生虫。"
retreated,retreat,"撤退","The army retreated after a long battle.","军队在漫长的战斗后撤退了。"
cognitive,cognitive,"认知的","The cognitive development of a child is very important.","孩子的认知发展非常重要。"
persuading,persuade,"说服","He spent hours persuading me to join his team.","他花了几个小时说服我加入他的团队。"
Christian dogma,Christian dogma,"基督教教义","Christian dogma is a set of religious beliefs.","基督教教义是一套宗教信仰。"
undertakings,undertaking,"事业，任务","The construction of the bridge was a great undertaking.","这座桥的建设是一项伟大的事业。"
Conversely,Conversely,"相反地","He is very quiet, and conversely, his brother is very talkative.","他很安静，相反地，他的哥哥非常健谈。"
boats,boat,"船（复数）","There were many boats in the harbor.","港口里有很多船。"
oil lamps,oil lamp,"油灯","They used oil lamps to light the room.","他们用油灯来照明房间。"
reliably,reliable,"可靠地","He always arrives on time, he is very reliably.","他总是准时到达，他非常可靠。"
commerce,commerce,"商业，贸易","The city flourished as a center of commerce.","这座城市作为商业中心而繁荣。"
stratification,stratification,"分层，阶层","Social stratification is the division of society into social classes.","社会分层是社会划分为社会阶级。"
unprecedented,unprecedented,"史无前例的","The storm caused an unprecedented amount of damage.","这场风暴造成了前所未有的破坏。"
accomplishments,accomplishment,"成就，完成","She has many accomplishments in her career.","她在职业生涯中有很多成就。"
carved,carve,"雕刻","He carved a beautiful wooden statue.","他雕刻了一个美丽的木制雕像。"
lion-man,lion-man,"狮人","The Lion-Man is an ivory sculpture from the Paleolithic era.","狮人是旧石器时代的一个象牙雕塑。"
intelligent,intelligent,"聪明的，有智慧的","Dolphins are highly intelligent animals.","海豚是高度聪明的动物。"
quantum,quantum,"量子","Quantum physics is a branch of science.","量子物理学是科学的一个分支。"
mutations,mutation,"突变（复数）","Genetic mutations can cause diseases.","基因突变可以导致疾病。"
wiring,wiring,"接线，布线","The electrical wiring of the house is very old.","这所房子的电线布线非常旧。"
unprecedented,unprecedented,"前所未有的","The level of support was unprecedented.","支持的程度是前所未有的。"
insects,insect,"昆虫","Bees and ants are insects.","蜜蜂和蚂蚁是昆虫。"
sophisticated,sophisticated,"复杂的，精致的","The technology is very sophisticated.","这项技术非常复杂。"
whereabouts,whereabout,"行踪，下落","The police are investigating his whereabouts.","警方正在调查他的行踪。"
vocal,vocal,"声音的，口头的","He is a very vocal supporter of the team.","他是这个团队非常直言不讳的支持者。"
green monkeys,green monkey,"绿猴","Green monkeys are a species of monkey native to West Africa.","绿猴是一种原产于西非的猴子。"
Zoologists,Zoologist,"动物学家","Zoologists study the behavior of animals.","动物学家研究动物的行为。"
whales,whale,"鲸鱼","Whales are the largest animals on Earth.","鲸鱼是地球上最大的动物。"
elephants,elephant,"大象","Elephants have long trunks.","大象有长长的鼻子。"
parrot,parrot,"鹦鹉","A parrot can mimic human speech.","鹦鹉可以模仿人类的语言。"
mimicking,mimic,"模仿","He is mimicking his father's voice.","他正在模仿他父亲的声音。"
wailing,wail,"哭泣，嚎啕大哭","The wailing of the baby could be heard from the other room.","婴儿的哭声可以从另一个房间听到。"
parrot,parrot,"鹦鹉","Parrots are known for their ability to talk.","鹦鹉以其说话能力而闻名。"
supple,supple,"柔软的，柔韧的","The gymnast has a supple body.","这位体操运动员的身体很柔韧。"
thereby,thereby,"因此，从而","He worked hard, thereby earning a promotion.","他努力工作，从而获得了升职。"
ingest,ingest,"摄取，吞食","The snake can ingest large prey.","这条蛇可以吞食大型猎物。"
prodigious,prodigious,"巨大的，惊人的","He has a prodigious talent for music.","他有惊人的音乐天赋。"
comrades,comrade,"同志，伙伴","He fought alongside his comrades in the war.","他与他的同志们并肩作战。"
herd,herd,"兽群，牧群","A herd of cows was grazing in the field.","一群牛在田野里吃草。"
bison,bison,"野牛","Bison used to roam the plains of North America.","野牛曾经漫游在北美大平原上。"
ought,ought,"应该","You ought to tell him the truth.","你应该告诉他真相。"
conveyed,convey,"传达，表达","He conveyed his message through a letter.","他通过一封信传达了他的信息。"
ivory,ivory,"象牙；象牙色的","The figurine was carved from ivory.","这个小雕像是由象牙雕刻而成的。"
figurine,figurine,"小雕像","She collected small porcelain figurines.","她收集小瓷器雕像。"
leonine,leonine,"狮子般的","He had a leonine mane of hair.","他有一头狮子般的鬃毛。"
indisputable,indisputable,"不容置疑的，无可争辩的","The evidence was indisputable.","证据是无可争辩的。"
staggering,stagger,"令人震惊的，摇摇晃晃的","The news came as a staggering blow.","这个消息是一个令人震惊的打击。"
keen,keen,"热切的，敏锐的","He has a keen interest in history.","他对历史有浓厚的兴趣。"
maligned,malign,"诽谤的，污蔑的","He felt maligned by the media's unfair reporting.","他觉得被媒体不公平的报道污蔑了。"
linguistic,linguistic,"语言的，语言学的","Linguistic studies can be very complex.","语言学研究可能非常复杂。"
seventy,seventy,"七十","The old man is seventy years old.","这位老人七十岁了。"
vast,vast,"广阔的，巨大的","The vast desert stretched for miles.","广阔的沙漠绵延数英里。"
majority,majority,"大多数，大部分","The majority of people voted for the new law.","大多数人投票支持新法律。"
evolved,evolve,"进化，发展","The company has evolved from a small startup into a major corporation.","这家公司从一个小的初创公司发展成一个大企业。"
conferences,conference,"会议（复数）","He attended several conferences last year.","他去年参加了几个会议。"
quarks,quark,"夸克","Quarks are elementary particles.","夸克是基本粒子。"
quarrel,quarrel,"争吵，争执","The couple had a quarrel over money.","这对夫妇因为钱吵架了。"
dean,dean,"院长","The dean of the faculty gave a speech.","学院院长发表了演讲。"
focuses,focus,"焦点，集中","The discussion focuses on the main issue.","讨论集中在主要问题上。"
wrongdoings,wrongdoing,"不法行为，坏事","He was punished for his wrongdoings.","他因他的不法行为而受到惩罚。"
Rumour-mongers,Rumour-monger,"造谣者","Rumour-mongers spread false information.","造谣者散布虚假信息。"
fourth estate,fourth estate,"第四等级（新闻界）","The fourth estate plays a crucial role in a democracy.","新闻界在民主社会中扮演着至关重要的角色。"
freeloaders,freeloader,"白吃白喝的人，蹭吃蹭喝的人","The hotel was full of freeloaders.","这家酒店里到处都是蹭吃蹭喝的人。"
valid,valid,"有效的，有根据的","The ticket is valid for one month.","这张票有效期为一个月。"
transmit,transmit,"传输，传播","The virus is transmitted through the air.","这种病毒通过空气传播。"
religions,religion,"宗教","The country respects all religions.","这个国家尊重所有宗教。"
previously,previous,"先前，以前","He was a doctor previously.","他以前是名医生。"
guardian,guardian,"监护人，守护者","He is the legal guardian of the child.","他是这个孩子的法定监护人。"
spirit,spirit,"精神，灵魂","He has a strong fighting spirit.","他有很强的斗志。"
tribe,tribe,"部落","The tribe lived in harmony with nature.","这个部落与自然和谐相处。"
fictions,fiction,"虚构，小说","The story is a work of fiction.","这个故事是虚构的。"
ction,ction,"虚构","The line between fact and fiction is often blurred.","事实和虚构之间的界限常常是模糊的。"
misleading,mislead,"误导性的","The advertisement was misleading.","这个广告具有误导性。"
fairies,fairy,"仙女（复数）","The children believed in fairies.","孩子们相信有仙女。"
unicorns,unicorn,"独角兽（复数）","Unicorns are mythical creatures.","独角兽是神话生物。"
guardian,guardian,"守护者","The dragon was the guardian of the treasure.","龙是宝藏的守护者。"
foraging,forage,"觅食","The bears are foraging for berries.","熊正在觅食浆果。"
fornicating,fornicate,"私通","The couple was accused of fornicating.","这对夫妇被指控私通。"
merely,mere,"仅仅，只不过","He is merely a child.","他仅仅是个孩子。"
biblical,biblical,"圣经的","The story is based on a biblical event.","这个故事是基于一个圣经事件。"
Dreamtime,Dreamtime,"梦幻时代","The Aboriginal people have stories about the Dreamtime.","原住民有关于梦幻时代的故事。"
unprecedented,unprecedented,"史无前例的","The success of the project was unprecedented.","这个项目的成功是史无前例的。"
rigid,rigid,"僵硬的，严格的","The company has a rigid set of rules.","这家公司有一套严格的规则。"
intimately,intimate,"亲密地，密切地","The two events are intimately connected.","这两件事密切相关。"
laboratories,laboratory,"实验室（复数）","Scientists are working in the laboratories.","科学家们正在实验室里工作。"
Peugeot,Peugeot,"标致（汽车品牌）","He drives a Peugeot car.","他开一辆标致车。"
troops,troop,"军队，部队","The troops were sent to the battlefield.","部队被派往战场。"
baboons,baboon,"狒狒","Baboons are known for their complex social structures.","狒狒以其复杂的社会结构而闻名。"
cheetahs,cheetah,"猎豹","Cheetahs are the fastest land animals.","猎豹是陆地上跑得最快的动物。"
hierarchical,hierarchical,"等级制度的","The company has a hierarchical structure.","这家公司有等级制度的结构。"
termed,term,"称作，称为","The event was termed a disaster.","这起事件被称为一场灾难。"
bowing,bow,"鞠躬","He was bowing to the audience.","他正在向观众鞠躬。"
grunting,grunt,"咕噜声，哼声","The pig was grunting in the mud.","猪在泥地里发出咕噜声。"
kowtowing,kowtow,"叩头，谄媚","He was kowtowing to his boss.","他在向他的老板叩头。"
